seed,week,time,true_rt,value,.lower,.upper,.width,.point,.interval
1,0,78,0.8053469999999999,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,0,79,0.8048609999999999,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,0,80,0.828865749097414,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,0,81,0.8536147333203428,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,0,82,0.8790235563047583,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,0,83,0.9052186849586088,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,0,84,0.9321939991440203,0.994890835825871,0.937537857638856,1.0635916558502982,0.5,median,qi
1,1,85,0.959875719118928,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,1,86,0.9886676224761238,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,1,87,1.018231337585944,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,1,88,1.0484664188111288,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,1,89,1.0796107773780943,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,1,90,1.1115543442429814,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,1,91,1.1444808741738868,1.2840930637431809,1.1938442786498698,1.3895117154746002,0.5,median,qi
1,2,92,1.178302082704768,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,2,93,1.2129709449792458,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,2,94,1.248785606550632,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,2,95,1.2855838055322593,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,2,96,1.323405,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,2,97,1.36238373294914,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,2,98,1.4023497674370389,1.6065386949091536,1.456793833893253,1.7502381331403751,0.5,median,qi
1,3,99,1.4432729629232417,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,3,100,1.485201847375907,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,3,101,1.5282586111913097,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,3,102,1.5727578064485974,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,3,103,1.618161029934016,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,3,104,1.6646990832373183,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,3,105,1.7124526893210312,1.78075393071934,1.6435996093908023,1.9583441742655072,0.5,median,qi
1,4,106,1.7611452392758515,1.781257088794871,1.6392386523682907,1.970091815418288,0.5,median,qi
