iteration,chain,rt_params_non_centered[1],rt_params_non_centered[2],rt_params_non_centered[3],rt_params_non_centered[4],rt_params_non_centered[5],rt_params_non_centered[6],rt_params_non_centered[7],rt_params_non_centered[8],rt_params_non_centered[9],rt_params_non_centered[10],rt_params_non_centered[11],rt_params_non_centered[12],rt_params_non_centered[13],rt_params_non_centered[14],rt_params_non_centered[15],rt_params_non_centered[16],rt_params_non_centered[17],rt_params_non_centered[18],rt_params_non_centered[19],rt_params_non_centered[20],rt_params_non_centered[21],rt_params_non_centered[22],rt_params_non_centered[23],rt_params_non_centered[24],rt_params_non_centered[25],rt_params_non_centered[26],rt_params_non_centered[27],rt_params_non_centered[28],rt_params_non_centered[29],rt_params_non_centered[30],rt_params_non_centered[31],rt_params_non_centered[32],rt_params_non_centered[33],rt_params_non_centered[34],rt_params_non_centered[35],I_init_non_centered,R1_init_non_centered,E_init_non_centered,gamma_non_centered,nu_non_centered,eta_non_centered,rho_gene_non_centered,tau_non_centered,lambda_non_centered,df,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
11,2,4.373496260782462,0.9310036211244695,0.3858593973913644,0.03473387104409618,-2.3499725177731885,-1.6224010605282964,-1.0296338653546555,1.1369837374048384,-1.31595031497414,-0.15742067482555203,-0.2818695003900072,1.2961464862407588,-0.6962661693481172,-0.5176764540410996,0.694616209340332,0.7921226533565827,-0.8426667437890151,-0.9027588739938652,1.1975798576165195,-0.25987660357512843,1.6563814766714244,1.601201549786208,1.852840693233327,1.301348071968295,-1.302357017725057,-0.38936102994950633,-1.542162997142287,-1.6182135724705626,-2.119848761184749,-2.161940002610919,0.6414387896841283,-1.1954398850669172,2.4487871288295704,0.03601579160395536,-0.9854198329187068,-1.3030832132589298,1.6931724436499616,-0.7338023087525612,-0.5849726463705199,1.4958420426702148,0.7060556154153728,-4.164644558532388,-0.705502347679928,0.6020336751666052,3.5871366024849376,-353.2914882027467,1023.0,1.0,0.4760255020603835,-353.2914882027467,376.13935634706456,-0.8093747972152983,149.4229739874972,10.0,0.0,0.005346917790620278,0.005346917790620278
12,2,3.8801496678735345,-0.9290556247545602,0.44011589210968,-0.8532724024162436,-0.41766515150245065,-1.6507640861112909,-1.3148987983894764,-0.602810816221638,-0.07950436065546812,0.3147976043698036,0.4288842180182018,-0.549795811035149,0.1857040638901341,0.4471463412767469,0.5260181725332461,-0.151084232967007,-0.3537038833706187,0.05546767171705332,-0.4491819271439745,1.0978256724189848,0.14788334260229358,1.7792594943150701,1.671574171062653,2.179117247598839,-0.8961610194172602,-1.001233757031531,-1.646023735084319,-3.2703849843546164,-1.5975788430215665,0.2407044966095468,-1.2258150710892273,0.08109368301870319,0.9862082344415982,-0.7983361732731018,0.48734791933639227,1.4362743399492297,-0.864026514420152,-0.1607546812237927,1.0907052663888055,2.30474570109907,-1.2072807730839512,-3.8452631915883755,-0.6144169279824024,0.30848315609481897,5.500988573694236,-352.9273773008227,511.0,1.0,0.5805783926497826,-352.9273773008227,375.5910173312746,0.9943693770831032,2.439260351945279,9.0,0.0,0.005346917790620278,0.005346917790620278
13,2,3.4700033901750618,-0.5662185845375206,-0.147847385885057,-0.5396816372094219,-1.1554867474961072,-1.1767168942988435,-0.6996546325575358,0.11901655802504693,-0.983417421204416,1.0196314422804773,-0.10291280669658226,-1.5157202837336765,0.4118271537171713,1.0971535668765777,-0.5453052428831633,-1.1229737382452007,0.42339052774383273,0.7641733725279224,-0.043863273646517036,0.015554646775247611,1.3058471189657344,2.227940171213803,1.100077986718853,2.2019696079483713,-2.3060883292608967,0.046936077725135555,-0.4133106327874143,-2.9461362743168307,-3.2159996617182838,0.31428669679802046,-0.8205408137729285,-0.038920436678249036,-0.04731813716555066,0.3047095389569361,1.0988608987874275,-0.1498543423004668,1.379619485438527,-0.9811756455033175,0.8752179449171764,3.1031183662923887,0.7608633909806821,-3.8198365747187517,-0.5692462515238039,-0.7393289889960352,5.7791479351144925,-356.8485746249329,1023.0,1.0,0.9207447648228927,-356.8485746249329,369.89351636430035,-0.4695140721403277,4.5127615749015035,9.0,0.0,0.005346917790620278,0.005346917790620278
14,2,4.196912720541401,0.4286882486261115,0.2565326404740852,-0.15777838588058354,-1.5307135464853225,-2.6260812812296193,-0.6061814545893222,0.43553436886794317,1.0959560596938955,-1.2739521062076478,-0.9170757131981282,1.7404461450376267,-0.33312433756794263,-1.7714805262770903,0.20698383071571178,1.058087621259848,-0.37006284858774247,-0.8192171792052777,1.0826382266175225,1.421784949493354,0.985878541985366,0.9391306416576038,2.164793916629858,0.5509282421510898,0.6239528851302387,-1.122451105393378,-2.5392044102963376,-1.4404236638902128,-1.607516889179781,-3.1673097948410533,0.17070656276616483,0.32916616297092144,0.6924193940184996,-0.516651405456379,-1.2378876537689678,0.1455374449318494,-1.3816494210615193,0.9842735147796017,-0.7223661942371468,1.1107191723267926,-0.699654956309314,-3.9452834126951375,-0.6568194325931767,1.3126942213298827,3.836176938096431,-355.94708577702676,1023.0,1.0,0.6984057552664585,-355.94708577702676,383.40703643133816,0.09665435566779479,6.741684567104187,10.0,0.0,0.005346917790620278,0.005346917790620278
15,2,3.2989711384548692,-2.233012668964447,0.3457174340289861,-0.4249080704328479,-1.0648972816808588,-0.5055654105343526,-1.4855096271693307,1.120490948350886,-1.0327554877802183,-0.38196544235232166,-1.3236342925191205,0.24552139194756312,0.7915929824927315,0.7557271427990587,-1.6863598794260872,0.7373135050110101,0.239660409719898,0.867062880332225,-1.0670024447136568,0.37666343345249065,2.4253019118145773,0.9310444097464884,1.6012918315483988,2.273317275258038,-1.447419468720545,-0.4622014229198536,-2.2314248634002376,-1.7317375567188746,-2.9975670847687725,-0.16725595017248093,-0.9660046974465274,0.8955663025668427,-0.5998656004970809,1.0490477879551245,2.2891513471921545,0.05860331126048268,0.48903985604128086,-1.3754983224096675,1.8507481873798661,2.732102754923836,-0.36059807417267553,-3.677280391394523,-0.7449235648510234,0.03511840860626317,3.11914277825832,-362.4708234246521,1023.0,1.0,0.45818978938779564,-362.4708234246521,386.0251783724905,1.1543898624556732,12.821687825795777,10.0,0.0,0.005346917790620278,0.005346917790620278
16,2,4.120500002304343,-1.071019607290873,0.9643062100153774,-1.109114066089919,-1.3971575500609406,-1.2314137874558682,-0.6880765949353082,1.0809537184601816,-1.301186889791314,-0.5260136044706906,-0.4075748664634089,0.6895722144513555,0.9247079817010229,0.06027730998764783,-1.8918143183705434,1.9120452700349582,-0.721998712787573,0.8323577625341798,-0.46968374182206585,-0.10347307546828036,1.8035861587312385,-0.2032096432274059,2.270930123555027,2.0537149878351526,-1.9432068543256187,0.04665994699358631,-1.1923843326610206,-1.6535353717871988,-1.682470130688178,-1.395857721380638,-1.2195086998060272,1.423756629604484,0.240888736484489,-0.10025575626534564,1.7497796209630314,1.4852120433641118,0.3187064622271852,-0.6985073188594992,0.79483252809672,3.5240847801306354,-0.6928447893223675,-3.9142041383461335,-0.6348891116683156,-0.1461269270956053,3.5832086118574007,-354.02053380819933,1023.0,1.0,0.36820431403763404,-354.02053380819933,382.3870187309958,-5.215131882422668,83.55862972697707,10.0,0.0,0.005346917790620278,0.005346917790620278
17,2,4.231266640325246,-1.0373306241422688,0.9852132897713642,-1.0921181641250555,-1.3900246871050725,-1.205114284938322,-0.6223992820723456,1.0609091228712093,-1.3576561142295551,-0.4062721792503489,-0.5152759545713056,0.6652384097346746,0.9382148883464368,0.049967936785531776,-1.9391568150982144,1.9046659978918496,-0.8233541539399057,0.8293124944336463,-0.4082250158821092,0.007013282067990423,1.8435288744763048,-0.19246532611711045,2.2401473990140612,1.9163164768350274,-1.9122012017822554,0.06131029145949671,-1.0595323613032355,-1.6587527154085226,-1.6800261675782755,-1.4315356278959404,-1.2809847026256884,1.3128253166490542,0.18246729621337224,-0.1261541268457653,1.833211082361964,1.6630586442293134,0.2803016765238489,-0.7289876606413521,0.9314018182505728,3.5912521435366265,-0.794129845864491,-3.9514364988674977,-0.6948694181541071,-0.02570601937810451,3.4311555294899225,-353.9119766938224,1023.0,1.0,0.022038030547709624,-353.9119766938224,378.10151316397423,-3.907321520436142,68.63984243279765,10.0,0.0,0.005346917790620278,0.005346917790620278
18,2,4.231266640325246,-1.0373306241422688,0.9852132897713642,-1.0921181641250555,-1.3900246871050725,-1.205114284938322,-0.6223992820723456,1.0609091228712093,-1.3576561142295551,-0.4062721792503489,-0.5152759545713056,0.6652384097346746,0.9382148883464368,0.049967936785531776,-1.9391568150982144,1.9046659978918496,-0.8233541539399057,0.8293124944336463,-0.4082250158821092,0.007013282067990423,1.8435288744763048,-0.19246532611711045,2.2401473990140612,1.9163164768350274,-1.9122012017822554,0.06131029145949671,-1.0595323613032355,-1.6587527154085226,-1.6800261675782755,-1.4315356278959404,-1.2809847026256884,1.3128253166490542,0.18246729621337224,-0.1261541268457653,1.833211082361964,1.6630586442293134,0.2803016765238489,-0.7289876606413521,0.9314018182505728,3.5912521435366265,-0.794129845864491,-3.9514364988674977,-0.6948694181541071,-0.02570601937810451,3.4311555294899225,-353.9119766938224,1023.0,1.0,0.000795095185936661,-353.9119766938224,374.2267652150106,0.0,65.03172137209617,10.0,0.0,0.005346917790620278,0.005346917790620278
19,2,4.233167516805584,-1.0388089000210543,0.983758238443866,-1.0928600468950103,-1.38497052317136,-1.2086809150681002,-0.6258969496193825,1.062286482019231,-1.362850795053719,-0.40132366200145553,-0.5040753756290328,0.6639890081094051,0.934808319623905,0.06267793711995202,-1.9379609453458213,1.9070649120670984,-0.8253427943524487,0.8297256454094873,-0.4117931380913848,0.007792691679219392,1.8443908781171685,-0.20330690836296741,2.246756428547704,1.9125214889918127,-1.9185055434844163,0.06716030679815398,-1.0650940636252464,-1.6540254689492524,-1.68056574215066,-1.430224416798326,-1.283991024786443,1.3060211131234152,0.1877000158872394,-0.12963947000097262,1.8350214182318416,1.6544959607766894,0.27424203652087265,-0.7293867188633657,0.9336663674440371,3.587601882125467,-0.7947450877958856,-3.954061818430901,-0.6933367483821833,-0.03350011600707599,3.423295696393984,-354.55475965560777,1023.0,1.0,0.0015382534154687107,-354.55475965560777,373.3936924900703,0.63425336112266,64.64082726444542,10.0,0.0,0.005346917790620278,0.005346917790620278
20,2,4.142779289463931,-1.0081143546383642,0.9282832440736446,-1.0356796781469906,-1.4381957384931259,-1.2082286867840915,-0.5440949955705949,1.0614736268107297,-1.359227738510453,-0.42473223247615216,-0.543383195076249,0.6180938459368935,0.974708995535475,0.06029756098675613,-1.8286879211757654,1.8903065209771206,-0.8671368303557452,0.7861611186586872,-0.42676672695550766,-0.06186057213096041,1.8893316310686274,-0.2233837008016785,2.2574738922001374,1.8164297844895507,-1.8714558494624154,0.08784960103217165,-0.971123639183713,-1.6444220189745196,-1.641160272433076,-1.4306245416273242,-1.2267946187590906,1.2667983777344025,0.1558702226712267,-0.017320691539908416,1.8484530562641774,1.5550713199366533,0.384305304141319,-0.7585131309866449,0.9256633943569076,3.5494492161824684,-0.9174724510108632,-4.0334491162152295,-0.7232424141442362,0.00927994302687499,3.540209762713479,-354.90617934560515,1023.0,1.0,0.011310671018224996,-354.90617934560515,375.4418565076272,-0.942220405130513,69.85113202129673,10.0,0.0,0.005346917790620278,0.005346917790620278
11,3,4.501386374117304,0.07854810528889254,-0.27406248512043735,0.5595616238520905,-1.82072890381944,-1.1994791243189833,-0.6427261871822869,-0.7111149965085608,0.8036227493034265,-0.5982726144977832,-1.3322209647032788,1.9720255484929865,-1.7365675635614854,0.39675218171684257,0.8890143955755733,-0.7997611416991143,0.5622239209991516,-0.12796960438338562,0.5121337011836352,-0.2568471294123909,1.4938315659649621,1.7563052886821158,1.3090595518871373,1.763443806372522,-1.7356963737946467,0.7734079347032673,-2.1660850228790114,-2.831852789911767,-2.278805345333243,-0.8419897554487008,-0.2531981597197557,1.622251355005568,-0.8683502197294268,-0.7214442297173218,-0.07383976721211136,0.7637229287424053,-0.9138278914224605,-0.028731526912533785,-0.304543114097992,1.0702062243389767,-1.5308420978178416,-3.7955381857671093,-0.7142096282628339,-0.008939581181289766,3.749715786695442,-351.66310282222065,511.0,1.0,0.021875311166869582,-351.66310282222065,395.81699045935864,2.674612471201044,517.7952703848977,9.0,0.0,0.006059249008429395,0.006059249008429395
12,3,3.1996557906511005,0.11956292938391916,-0.037672094353067995,0.4899264679000955,-1.617137513538156,-2.680308742574895,-1.1821839907635296,-0.493994443601819,0.7920845905570645,-0.2715850907443439,-0.9013576230531012,-0.14159382369548779,0.27262415308975224,-0.14824798895765715,0.8590951008127728,-0.01720448800092224,1.4561415397380195,-1.2769047980911508,0.2610605630652366,0.7631714008551576,0.4606582634127077,2.8876615989101926,1.0921500642634148,1.4276607798326195,-0.6507388309430706,-0.6607849078693461,-3.044062281172371,-1.4744269836443507,-2.398403163961296,-0.004966399270604701,-0.8833113673880562,-0.04213177924994946,0.16198377691659122,-0.6866766679737872,0.11925909303374593,0.6798792115739681,-0.04424181582557619,0.333652067599109,-0.24428752091960945,2.5605220009165603,0.2492263045366895,-4.1241249059118505,-0.5580634035367432,-0.3668799656381478,5.858974830211538,-350.07488541130766,511.0,1.0,0.6603568566405833,-350.07488541130766,366.53535861347973,-0.2968389249637653,68.8181318201805,9.0,0.0,0.006059249008429395,0.006059249008429395
13,3,3.0255752686355426,-1.194155673844455,0.20394706190692896,-0.5083665756629243,-1.2176570712314938,-2.1830794345858617,-0.04644098894093005,0.09189335840293822,-0.33928413665591634,0.5736979615913508,-1.0282846563568284,0.11448496298329279,0.9007475491851076,-1.0776152558632102,-0.5746510110608416,0.3050627965962859,1.1590934791869179,-1.1704808865876668,0.10663680691499153,0.594397219262363,1.295145189341143,2.263399781576532,2.210297236262401,0.5184006405423403,-0.5058248685834531,-0.7557872322799493,-1.2650749930695644,-2.392964321520318,-3.3232837817894745,-1.0796626864958423,-0.5048459107231485,0.8201741124396523,0.8883451097090203,0.19852192952868863,0.1694669307235309,0.75342354505177,-1.142151298983276,1.2553622893584562,0.4821667069650683,2.8224655153605935,-0.1990837442081924,-3.8115483772325582,-0.8221045974048572,-0.5884536050682777,2.2604498837467695,-352.32297022776316,511.0,1.0,0.6326182946237642,-352.32297022776316,368.2928385027428,-0.0908702054852597,40.218500265527325,9.0,0.0,0.006059249008429395,0.006059249008429395
14,3,3.437816819607053,-0.7486893037599522,1.225088117542836,-0.8887719256925466,-1.3450338109550686,-2.0305563205843016,-1.2092145621706436,0.6866024692396064,-0.6718138304198296,-1.1177346624144635,-0.498081460454442,0.438310789331511,1.8155905473511358,-0.5408117309493036,0.1035069717703616,0.37064216602727523,-0.5971111845367215,0.03959087209631828,-0.5604518823569604,1.2823570294400302,0.801036363462578,1.79910592749334,2.5141463371055823,-0.04886715026916407,-0.0010533755000113835,-1.4637589765606083,-0.8647810957432185,-1.713250509433019,-2.0194253680628784,-0.7082747297317449,-1.821821536294122,-0.6874539994859016,0.8396774464310732,0.3643864723787398,0.5331249353042993,0.3952172327596893,-0.22310590757880044,2.7356185872281533,0.3983613079995115,3.0875240547548946,-0.5597003953041428,-4.188825965170311,-0.6387155034209172,-0.5288370406817835,3.9980378298170645,-355.9596431875034,511.0,1.0,0.4395863366467207,-355.9596431875034,372.97105782632724,-0.07128322900450712,5.907280371999093,9.0,0.0,0.006059249008429395,0.006059249008429395
15,3,3.547001434626986,-1.1859142269365448,0.2595807780764856,-0.70433565359049,-1.1872816391649674,-0.6189367838611189,-1.5526070333856477,0.5295016740242565,-0.9067448308908923,0.11623977796820519,-0.9148468423365563,1.3358621022991854,0.5918535694177387,-0.8860301830251197,-0.708369599094085,0.7153244670279371,-0.8556100646550311,1.0847696412474466,-0.4742988694368602,0.3017230892475069,2.040820235837211,1.5372196394702455,1.5164759378041448,0.9516897024284642,-0.32035853753039406,-1.0780419482142858,-1.8717934733828372,-2.1271299186517396,-1.0005101706689588,-0.8549433774424531,-1.4608970251717832,-0.08109242140063236,1.310175359719346,1.3864273444484605,0.9310341530323696,1.302428080394265,-0.4004369576541271,1.0677952114490483,1.1932078231918166,3.1401643323420063,-0.8195812526003303,-3.7418108718977905,-0.6744770300133396,-0.36705665478212596,3.6991157016001193,-353.3988935469443,511.0,1.0,0.6647822898727965,-353.3988935469443,378.29196452728803,0.18226566694494295,14.14754404128746,9.0,0.0,0.006059249008429395,0.006059249008429395
