seed,week,time,true_rt,value,.lower,.upper,.width,.point,.interval
1,0,78,0.8053469999999999,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,0,79,0.8048609999999999,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,0,80,0.828865749097414,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,0,81,0.8536147333203428,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,0,82,0.8790235563047583,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,0,83,0.9052186849586088,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,0,84,0.9321939991440203,0.9896799680818557,0.930154527320992,1.0581759744138202,0.5,median,qi
1,1,85,0.959875719118928,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,1,86,0.9886676224761238,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,1,87,1.018231337585944,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,1,88,1.0484664188111288,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,1,89,1.0796107773780943,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,1,90,1.1115543442429814,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,1,91,1.1444808741738868,1.2620930447089258,1.1583778276927108,1.3763463726751344,0.5,median,qi
1,2,92,1.178302082704768,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,2,93,1.2129709449792458,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,2,94,1.248785606550632,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,2,95,1.2855838055322593,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,2,96,1.323405,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,2,97,1.36238373294914,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,2,98,1.4023497674370389,1.509141200543327,1.384999331157661,1.666733973520247,0.5,median,qi
1,3,99,1.4432729629232417,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,3,100,1.485201847375907,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,3,101,1.5282586111913097,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,3,102,1.5727578064485974,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,3,103,1.618161029934016,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,3,104,1.6646990832373183,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,3,105,1.7124526893210312,1.6497142532889346,1.520608217432325,1.8073623830448824,0.5,median,qi
1,4,106,1.7611452392758515,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,4,107,1.810755728455561,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,4,108,1.8613238649822408,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,4,109,1.9132699908908672,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,4,110,1.965556732078043,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,4,111,2.018782252910457,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,4,112,2.073814169088054,1.7197491771554692,1.5770476362128034,1.8878696598182785,0.5,median,qi
1,5,113,2.129025,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,5,114,2.119225,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,5,115,2.10885,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,5,116,2.098425,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,5,117,2.086925,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,5,118,2.075,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,5,119,2.06095,1.758151307541721,1.602131544350981,1.9428910126322352,0.5,median,qi
1,6,120,2.046675,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,6,121,2.03085,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,6,122,2.0138,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,6,123,1.99545,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,6,124,1.97515,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,6,125,1.954975,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,6,126,1.9332,1.782831596643505,1.631670920727622,1.95023598172388,0.5,median,qi
1,7,127,1.909675,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,7,128,1.88545,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,7,129,1.858825,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,7,130,1.83045,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,7,131,1.8007,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,7,132,1.7702,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,7,133,1.738475,1.625259897899976,1.4906725750029122,1.755548780333637,0.5,median,qi
1,8,134,1.70625,1.3865825185124696,1.2841121077355275,1.496952924257444,0.5,median,qi
1,8,135,1.670475,1.3865825185124696,1.2841121077355275,1.496952924257444,0.5,median,qi
