seed,min_rhat,max_rhat,min_ess_bulk,max_ess_bulk,min_ess_tail,max_ess_tail
1,0.9974285749281456,1.013705651481817,848.5454003763247,1566.467895547228,452.9120222114984,1084.308716059652
10,0.9976516178011652,1.0183756223795044,918.240285968892,2352.883317846082,522.3334667923194,1067.1570363258943
100,0.9976943218056414,1.026147461441832,918.4316846905036,2418.041084577087,228.85337041597015,1012.4130507076364
11,0.997145943266012,1.0142430295643734,1013.8532133408904,2591.517122472215,473.4999108552252,1045.7349483994635
12,0.996955971713148,1.0229082041686028,720.9497397017623,1814.4926476275264,434.5460586255016,1119.9372922696962
13,0.9970572778933118,1.0176988860906615,898.0920122594994,1756.040056115321,466.94948443036304,1036.2023369247506
14,0.9970302722504524,1.0115801233714077,811.1979361064988,1939.5262515874272,502.74836082161545,1081.9519663022943
15,0.9976605382176804,1.018901968814218,803.1715353882483,1848.6023420223048,409.94466673169205,1082.833025841862
16,0.9976129865734392,1.0123059209528835,940.6572434967504,1631.8927258953847,432.8119722278201,1073.7782579670925
17,0.9986381761794612,1.0221264416217144,888.8159980406814,1965.8061687453887,392.960468711289,1041.1466046801213
18,0.9976786430294684,1.012561662968295,912.6620544966664,1567.7943645038188,462.735379445653,1064.5508517777912
19,0.9979406155921348,1.023834079566851,813.1551441197518,2949.683578402455,418.9009488265232,1085.485239828849
2,0.997067610856238,1.0125042991056497,750.3135249772969,2271.506040732692,496.74937296267746,1080.8332772996494
20,0.9972591382430144,1.0143221576345964,883.2795525843154,1703.4218591301608,534.0697779858746,1074.59305355272
21,0.9971030720232484,1.013892108044516,744.5359540928612,1511.6976670210845,445.9630586971304,1037.6498115374477
22,0.9967727951429896,1.0149318986731055,941.2975722814772,1886.223945091509,549.6785829711362,1031.8840420505787
23,0.9975569988870931,1.0138315839474443,777.4972385619545,1465.1010030889845,480.5277803639442,1070.6692779955815
24,0.9973812890638843,1.0134940021911991,869.3812173084694,1842.2375757494897,482.0804983994246,1080.061600883259
25,0.9979835491345004,1.0187894431625415,918.8317401459324,2540.4175650395146,531.3484748996215,1083.8391363554206
26,0.9974176998960808,1.0114108623604712,962.45488614036,1961.5866918169747,421.5398939071012,1035.8410990396335
27,0.9971547046846354,1.0175586945919073,927.8829902162246,1857.2265206613897,426.4492872823369,1030.8094061212214
28,0.9971041540123118,1.0166699907671035,715.5378857339819,2178.2326743080043,309.69342576724165,1055.2926298861614
29,0.9972486596748228,1.0122097726938346,831.1776983237314,2103.456293408381,514.1725327716349,1073.740717146768
3,0.9968991614603266,1.014403000119317,977.953896535431,2201.9088586518556,423.40273187780855,1038.8117912537343
30,0.9975448547424192,1.0211562579283555,891.1532159898377,2293.577255984356,443.4560723269134,1083.7014920875786
31,0.9969646121622024,1.019668779669454,794.0927946402234,3000,439.82502834194656,1084.308716059652
32,0.9976015599822196,1.024989154027715,972.2238468709382,3000,475.9156307529315,1084.1912660604485
33,0.9980989612008144,1.0148850780878065,978.3448790858272,2515.076229184629,454.0078316284323,1106.6579699463437
34,0.9971218303188828,1.0156682674513466,908.823082120228,2949.1879677551196,524.1405884582792,1084.8965175629396
35,0.9979997423774007,1.0295069069485556,862.2903960293557,1572.3568577343683,416.8649755151462,1085.8389160548902
36,0.9971217697126,1.0195999153539153,852.3892337211619,1488.483083714248,491.3304026339115,1084.0927202473245
37,0.9970848071662156,1.0135817821858104,791.6100518879693,2316.255141536587,404.9878585680396,1065.2005718208263
