time,total_count,total_count_I,total_count_R1,num_I,num_R1,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week,seed
78,44807148794.09035,22474992028.835335,22332156765.255066,464,2216,8.525633534933863,8.221399087621661,8.804260970955127,9.063641510685438,8.91832712054287,7.535280819840455,10.054253488537661,8.693715612987672,8.302563057168424,7.451194386602651,7.1535983777790895,8.773585567204218,8.75451918542671,1,TRUE,0,5
80,43448367617.41272,23534656110.716896,19913711506.69585,458,2101,8.494839118732571,9.998038219133699,9.140037570750966,8.56299267857198,7.726270582156264,8.730797641904095,8.602116733070712,7.917462076315031,8.485920306393806,8.049368731305083,8.414506391005945,8.789879627173656,9.407515915063563,3,TRUE,0,5
82,42171531792.246574,21710386157.22571,20461145635.02084,433,2022,8.465011228262544,8.517411132308565,7.275551859003299,7.8801789659744985,8.718995881832097,8.04333210578436,8.20041623574497,8.398666411990277,8.981537791262152,8.780925713035133,8.860758574232435,8.474665062464073,8.016316110561057,5,TRUE,0,5
84,30214649852.009277,17730418597.180172,12484231254.8291,391,1936,8.13159273814436,8.736133788146509,8.254058050960998,8.2943513478209,8.977950924971891,8.519036420824674,8.029574532146494,6.727016560913251,7.171941774948844,9.012647128338182,7.958424049553254,8.372791962967469,8.453058766621147,7,TRUE,0,5
86,51086152745.381805,36037123787.07742,15049028958.30439,385,1839,8.656779313977093,8.5472598067018275,7.322230537265315,8.115774681527927,8.435912811704966,9.5351863843106,8.244432962552299,12.122406912406403,9.126315736090458,8.865571601002772,9.08653045265727,10.091328859437738,8.113031385587929,9,TRUE,1,5
88,27720907620.644104,17207609284.936996,10513298335.707142,385,1723,8.045452753179571,8.352544909254643,8.133837162665255,8.362429717114216,8.010349640754734,7.607854761862218,8.085691485662096,8.297936236681858,8.59589950224457,8.230567707768778,7.900448534955816,8.190990740489571,8.288358450551861,11,TRUE,1,5
90,17947895578.55386,11937346686.792538,6010548891.761348,422,1625,7.61073870704422,8.980450720105516,6.554562812796488,6.524673491857024,7.473998873888553,6.6566924502015405,7.950513146329398,8.44566071817677,8.242235180786118,7.777111285627919,6.913765348913673,7.88424911099222,8.0424221573028,13,TRUE,1,5
92,230826531111.7238,220676871035.566,10149660076.15784,458,1553,10.164932317797547,11.00825915173475,9.91136166389447,9.661915185391706,9.990501925107404,11.28849437588858,9.876144097350661,9.171189129008885,10.170373557451727,10.024483541786688,10.0050218334664,10.301780809595096,10.375953172162408,15,TRUE,2,5
94,29519857325.17243,20666015514.604977,8853841810.567461,484,1536,8.108329003508889,7.715009226310467,8.733350292343694,8.132941074932518,8.38915420802556,8.105079230952647,8.560050434111323,8.22172916177787,8.864520679543546,7.674278126461216,7.875335954370827,8.303095701825987,8.28172644259705,17,TRUE,2,5
96,45630261060.68084,22690461388.072918,22939799672.607925,510,1494,8.543836953120305,3.9045648606974606,7.084824932478417,8.07382859277491,8.308869021574651,8.5469932708358,8.391693381654896,8.622447961504223,8.142500802108858,9.095658781629067,8.22407632288426,8.28683861220211,7.302655532416769,19,TRUE,2,5
98,90756292800.20769,66537905557.884865,24218387242.32271,501,1467,9.231443649838365,8.524782883996451,9.327681534190576,9.699847022934094,10.199826204177436,8.930760102772421,9.066815119600834,7.629097893418866,9.259048863135295,9.254028389768198,9.291081530962176,9.301684029123486,9.293401106289307,21,TRUE,2,5
100,43158805496.04786,30544547259.055614,12614258236.992249,538,1424,8.48815230077281,8.564231783144352,9.216844870760719,8.243909278460634,8.722881929699263,7.864422738643471,8.075920776094614,7.848811853441536,9.079554042325446,8.37449481950068,8.03597171497467,8.51385481394755,8.759378450758428,23,TRUE,3,5
102,33472078131.904728,18633099119.437355,14838979012.467346,565,1436,8.23397743963282,8.266470041391578,8.111874747411282,7.843703012734193,6.40879447146275,8.30914257795652,8.966966369008947,7.646763132603138,7.756833986543381,5.237309332310057,5.394716361117846,7.9055214969408025,8.088934258270267,25,TRUE,3,5
104,81973005251.42511,40041297090.142715,41931708161.28252,616,1441,9.129655825760135,8.642011007778834,9.180091497433468,8.86527976406603,7.33985988012658,9.259403397683439,9.362197924338677,9.407369940630655,8.246453650230809,9.367187126647895,9.78825244199262,9.123092628404482,8.920367896689475,27,TRUE,3,5
106,65239721073.734085,27785992813.292404,37453728260.44169,679,1485,8.901334339302807,8.339336213416065,8.024642860383684,8.78270709444326,9.107175717607921,9.357641918660775,7.951543690452529,8.931183414947338,9.62470454972953,8.451671831109968,7.887425418482101,8.813627126840032,8.430992068984201,29,TRUE,4,5
108,78352177895.21603,44348427156.522575,34003750738.693413,766,1546,9.084479602365509,8.943441356818603,8.994970374361374,8.547793007064469,7.268685704819336,9.553051155170639,9.974613544708546,8.043300311009798,8.336820465045042,10.393212433213051,10.477147149331788,9.497711754312023,8.847709572215091,31,TRUE,4,5
110,170783970770.7497,130049974465.57382,40733996305.17589,843,1605,9.863665265950456,10.141551842231921,8.807975964519366,9.852061303055919,9.912467667592239,7.1573737996811975,10.055140101430595,11.498132622794877,9.782219711150134,10.193153156278456,9.969897011467776,10.166390736358352,9.742157314577668,33,TRUE,4,5
112,256439622760.2308,198009743477.31705,58429879282.91374,942,1686,10.270159084999928,10.070561650045137,10.721160764855108,9.836760078912043,8.720974098948918,9.8743561771861,10.143606061285228,10.52226243864681,11.817753005717947,9.347529688283025,10.608476950686242,10.500545891059224,10.28249801135489,35,TRUE,4,5
114,111914458852.54568,66878038231.923515,45036420620.62209,1110,1787,9.44100065618293,9.885306689806757,8.296108414599464,8.612739171617436,8.953626194700169,9.601908142069675,8.729104688714935,8.545859345477988,9.654893241068349,10.036836509502633,10.14611792231362,9.448936147698719,9.181570763048917,37,TRUE,5,5
116,143158639157.55618,87988574841.97626,55170064315.57987,1338,1920,9.687219217054128,9.38560404111132,9.58716514940943,9.405620926623534,10.206988551872605,10.463434419914474,9.378923337361632,10.182872500258545,9.466399295022338,8.61512850544105,9.345744268343301,9.734579950516888,9.463653858459221,39,TRUE,5,5
118,206353383930.70642,115355656175.56992,90997727755.13657,1576,2109,10.052855991996275,10.034759374176648,10.213059828395552,9.6737593708121,10.152515822125675,9.868182928552178,9.730279229181123,9.806592903533048,10.162899270284086,10.067497248241981,10.063100210013154,9.993513111149838,9.998151875623517,41,TRUE,5,5
120,195903185191.86093,123568948716.76262,72334236475.09814,1819,2343,10.000886421039155,9.455340193688395,9.703644192708767,10.881739542009841,9.627861848600643,9.576966089690147,9.073886146771462,10.57526693307559,10.427037868654198,10.210930226447827,9.4986911503383,10.06108980550976,10.22011473523035,43,TRUE,6,5
122,271611357603.89108,169662929808.02225,101948427795.86926,2080,2639,10.327638049149453,10.946429393144372,9.480606126975733,10.096420362171193,9.952460303439107,9.984594839878328,7.0339485925927585,9.829911390744853,10.892287666214196,10.335643990375557,10.33782793374087,10.210862471629145,10.353609424232355,45,TRUE,6,5
124,299923765794.21277,188331653626.84045,111592112167.37123,2491,2988,10.426794165290882,10.858486832198132,10.015171541640534,9.286429187776388,11.028099423450895,9.521959412444446,10.962792304974043,9.577657101206277,11.014441204279768,10.34488240496817,9.91318411150555,10.447343249719738,10.253288980639985,47,TRUE,6,5
126,342493539411.7412,253871481705.633,88622057706.10797,2847,3403,10.55951863143937,10.07867452490995,11.034389521750558,10.09069064448223,9.898089041708719,11.198432098173626,11.062915372922037,12.021544187701533,10.215214608961507,10.922448095408782,10.912915642495213,10.951662275806012,10.508857804469113,49,TRUE,6,5
128,417760137843.37396,275295084660.67163,142465053182.70135,3335,3830,10.758173271855462,11.00221289925266,11.510199087885317,11.618991376944454,11.624606818157966,10.854028823455415,10.954712844830507,10.843082470632158,10.10378645790411,11.382749706236586,11.18001221782374,11.193816803684479,11.410981453102305,51,TRUE,7,5
130,688128082892.8867,539557210357.43475,148570872535.45035,3847,4385,11.257240824548305,11.562317286760363,11.059357817256283,12.036813405712852,12.724063416305704,11.264835928671049,11.503551961017253,11.560573055327756,10.909919463357047,11.43145251633312,11.902198469577069,11.735786019128197,11.630580879305317,53,TRUE,7,5
132,460217798541.48724,296035144902.83997,164182653638.64752,4463,4978,10.854965689465779,10.618389623484154,10.317379214336158,11.875158613687189,11.501809387016676,11.531452151690281,10.9877401365572,10.398827825877413,10.322322239997824,11.141219828671085,11.098659423347835,11.116854859688667,11.1787897260676,55,TRUE,7,5
134,755665386451.1421,518374249013.5701,237291137437.57544,4964,5811,11.350864504630636,11.18764860697192,11.521355721926216,12.677186162018199,11.337850603059074,10.486621463587419,10.450175355096327,9.697255401502488,10.031751929706385,11.498326263478937,12.007432962817715,11.460881481487103,12.010533489132744,57,TRUE,8,5
136,786932673325.4633,547230615478.6739,239702057846.79602,5624,6681,11.391408533197932,10.618392133895277,11.218631360965919,10.80841085826769,11.405745749046812,11.29631921016874,11.005953453086933,11.033557467054136,11.838573270819197,11.890218124664369,11.297831933660659,11.317279259171404,10.913999466590084,59,TRUE,8,5
138,858024550591.4764,580651881767.5988,277372668823.8771,6263,7605,11.477898549767989,11.470401498491235,11.043288630172121,11.416335623795227,10.837250367593454,12.28044980935,10.831830563264369,10.940226388889672,12.052306491732775,11.884137190493234,10.98769491899869,11.51099175746318,11.327208193143303,61,TRUE,8,5
140,644514528917.1125,384298866743.63477,260215662173.4806,6847,8642,11.191763201999592,10.792992897931667,11.127684275678634,10.89119965798218,11.099786002711383,11.508980511816862,10.597199410649562,11.948158941655624,11.403685948980725,11.390355433946755,10.706722617658508,11.229896699916777,10.94734352165641,63,TRUE,8,5
142,1795204005101.4226,1466927908561.5317,328276096539.88184,7489,9687,12.216139783277995,14.293278377330584,12.627066134884751,13.019376481963008,12.62058830045595,11.974106286960508,11.956744455217244,11.701496875099384,8.80872386344937,12.501690632194629,12.573637164709316,12.813253585086166,13.579043358512452,65,TRUE,9,5
144,1037898915343.9657,604129929778.2285,433768985565.7359,8172,10774,11.668219511868418,11.363653104609218,10.385673140251185,11.281257021768583,12.744116989880862,11.070180774851927,11.2348932290008,11.930273742602754,12.010314363628945,10.850386730382544,10.740707890405657,11.603058533097435,11.096634786545959,67,TRUE,9,5
146,911711205881.0526,489513836722.60236,422197369158.4449,8721,11881,11.538589116655164,11.184259386965957,12.237305759489427,11.838193835233058,12.261926125964854,10.892303290679239,12.605910185011256,11.440247037611424,11.663255130992052,11.866728543656883,11.313162374713594,11.859271227230646,11.841686489606506,69,TRUE,9,5
148,1115766366103.8098,629214050694.4994,486552315409.30896,9201,13097,11.740562608601682,12.08623016978958,12.103529619335763,12.082174831448079,12.081123301333015,13.39524869839188,11.317255822710129,13.227745275816257,11.667778667419345,11.513936800748613,11.523259250498256,12.356078213681068,12.090687828011045,71,TRUE,10,5
150,1064729554230.4126,632942105262.4619,431787448967.9467,9648,14264,11.693741943152041,11.624899194106666,13.177059661401165,11.89328273835925,11.892959671588828,11.783877898399892,10.169799703842527,12.048540481104862,11.515428288631737,11.913701116147923,11.726547982169878,12.003901830607909,12.476403740412561,73,TRUE,10,5
152,1353072753855.475,865763304208.2332,487309449647.24927,10063,15385,11.93339923592243,11.640972434149718,8.625930024439693,13.350617660187925,11.707882828838533,12.058601818206999,12.10886340029504,11.315579782072613,11.404771102919469,11.880587164124817,12.138623633449095,12.05887343005434,12.425793501734413,75,TRUE,10,5
154,1260561289921.523,816605168546.7971,443956121374.729,10278,16475,11.86257820589212,10.471389101981295,11.761119887708547,11.515808492797525,10.735124602917978,11.027362678667199,11.146961851931405,12.197034133304271,12.847699372080143,13.13640600630331,11.312946900457577,11.987692758958163,11.384147842233304,77,TRUE,10,5
156,1161566558167.0376,726279939622.4036,435286618544.6403,10376,17333,11.780790691145768,12.48443467041181,11.931256775941245,12.7712128545838,11.137441717029954,10.81488586074873,10.806079398888633,12.37941752773573,11.60231818795374,12.012968246585748,12.755516162598436,12.097589887425142,12.453029286394703,79,TRUE,11,5
158,1068326893137.0352,686539669787.8591,381787223349.18066,10288,18358,11.697114889350036,12.120875412322572,12.212455277745317,12.376624851307213,11.129761394936835,12.06493854602591,11.779298803389464,13.166011204637984,12.726318053025492,11.26390784070123,11.234834880042438,12.209556767054504,12.24230612892175,81,TRUE,11,5
