time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S,E,I,R1,beta_t,R0,time_diff,Rt,seed
78,43104349148.97239,16678453073.117931,26425896075.854496,534,2195,77.99762826559926,89001,237,534,2195,0.12857142857142856,0.8999999999999999,0.00237173440073945,0.8015309999999999,25
79,50795180715.11001,31969375989.943577,18825804725.166367,530,2116,78.99881319564477,88952,230,530,2116,0.12857142857142856,0.8999999999999999,0.00118680435522833,0.801009,25
80,30676988309.888885,15753726260.001663,14923262049.887217,537,2074,79.99912633954108,88885,230,537,2074,0.13249344604252208,0.9274541222976548,8.736604589216768e-4,0.8249889908662098,25
81,56819937470.20029,30242094227.514973,26577843242.685204,526,2028,80.99070511226596,88806,259,526,2028,0.13653510301062108,0.9557457210743476,0.0092948877340433,0.8495145841769338,25
82,28629737115.45796,17518247833.907337,11111489281.550636,496,1997,81.99276110625202,88744,269,496,1997,0.14070004902837266,0.9849003431986086,0.00723889374798147,0.8746505987809563,25
83,41692742108.17301,24421130680.215183,17271611427.95784,475,1958,82.99788021447803,88689,274,475,1958,0.14499204497649593,1.0149443148354715,0.00211978552196967,0.900702182757591,25
84,31511778421.771152,20634189224.88626,10877589196.884857,475,1930,83.99772975567544,88628,267,475,1930,0.14941496645979788,1.045904765218585,0.00227024432456346,0.9276024772247108,25
85,27990499600.235607,16797791985.635534,11192707614.600107,468,1884,84.98831823164784,88570,263,468,1884,0.1539728073067837,1.077809651147486,0.01168176835216172,0.9552411376189938,25
86,31626766719.951897,15970707513.44172,15656059206.51018,440,1877,85.9995610401493,88504,274,440,1877,0.15866968317602106,1.1106877822321477,4.3895985069752896e-4,0.983736168723013,25
87,54690239711.15731,38369843300.70074,16320396410.45653,441,1823,86.99764096694524,88438,273,441,1823,0.16350983527251506,1.1445688469076054,0.00235903305475915,1.0129892122671071,25
88,45920919760.158905,32355249944.210037,13565669815.948853,428,1784,87.9942825442472,88375,282,428,1784,0.16849763417744945,1.1794834392421465,0.00571745575280147,1.0431115639969692,25
89,25709098497.27913,15267698990.88711,10441399506.392038,445,1734,88.99962658978103,88301,286,445,1734,0.173637583794753,1.215463086563271,3.7341021896963866e-4,1.0741655027502908,25
90,45960801415.47503,38430280422.88739,7530520992.587657,445,1701,89.99729216739873,88236,283,445,1701,0.1789343254180534,1.252540277926374,0.00270783260127416,1.1060055908117674,25
91,52403983077.674034,31577528570.80902,20826454506.86496,454,1679,90.99698735358923,88146,298,454,1679,0.1843926419216929,1.2907484934518505,0.00301264641075249,1.138904840682175,25
92,65156431906.86342,50990602025.712364,14165829881.151073,474,1644,91.99792226887416,88089,271,474,1644,0.1900174620795882,1.3301222345571175,0.00207773112583709,1.1724495448727168,25
93,31889348953.34816,22746300170.61795,9143048782.730232,477,1625,92.99872914961824,88010,282,477,1625,0.19581386501583592,1.3706970551108515,0.00127085038175778,1.207433328876598,25
94,50030717858.79376,32448122458.51046,17582595400.28329,497,1603,93.99978737967656,87916,292,497,1603,0.2017870847910817,1.412509593537572,2.1262032345248372e-4,1.243149693272417,25
95,39448066985.37779,23799431691.87846,15648635293.49931,508,1582,94.9976833957832,87821,312,508,1582,0.2079425151287945,1.4555976059015616,0.00231660421678725,1.279703191204417,25
