time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S,E,I,R1,beta_t,R0,time_diff,Rt,seed
78,31987834225.44521,18407669103.95884,13580165121.48639,610,2469,77.99823675678546,87742,303,610,2469,0.12857142857142856,0.8999999999999999,0.00176324321454046,0.7903439999999999,52
79,40783846012.452965,23391819572.32879,17392026440.12414,588,2440,78.9995669582044,87667,300,588,2440,0.12857142857142856,0.8999999999999999,4.330417956026622e-4,0.7896779999999999,52
80,32004511823.020435,19185708758.681946,12818803064.338522,582,2392,79.99925492645676,87596,293,582,2392,0.13249344604252208,0.9274541222976548,7.450735432428246e-4,0.8130712053946849,52
81,41867939258.13008,26294866767.444355,15573072490.68575,589,2324,80.99915222345636,87512,292,589,2324,0.13653510301062108,0.9557457210743476,8.47776543636769e-4,0.8371950218322856,52
82,37829002336.24685,18503146768.39166,19325855567.85519,595,2279,81.99877179007639,87444,276,595,2279,0.14070004902837266,0.9849003431986086,0.00122820992361027,0.8619059883399665,52
83,72052065141.2231,30589572416.453625,41462492724.769394,585,2225,82.99241842553081,87380,278,585,2225,0.14499204497649593,1.0149443148354715,0.00758157446918517,0.8875079066647297,52
84,34188069750.607243,16359473060.660173,17828596689.94704,554,2195,83.99328206516434,87303,297,554,2195,0.14941496645979788,1.045904765218585,0.00671793483566318,0.9139115838479998,52
85,59888531219.64995,15526181330.48712,44362349889.16277,557,2150,84.9984526719209,87213,306,557,2150,0.1539728073067837,1.077809651147486,0.00154732807909852,0.9409601597412895,52
86,46477183397.1033,34285278870.17391,12191904526.929398,568,2111,85.99951661105946,87142,293,568,2111,0.15866968317602106,1.1106877822321477,4.8338894053756576e-4,0.9686641355181228,52
87,51765359305.80953,30847777878.254406,20917581427.555153,531,2085,86.9984761955006,87057,324,531,2085,0.16350983527251506,1.1445688469076054,0.00152380449939926,0.9974001845722256,52
88,40772677310.476585,28998530114.956955,11774147195.51965,528,2047,87.99924175497858,86985,321,528,2047,0.16849763417744945,1.1794834392421465,7.582450214158598e-4,1.0268228977010352,52
89,45298997591.541145,24494883664.81526,20804113926.72586,531,2004,88.99745909566676,86898,320,531,2004,0.173637583794753,1.215463086563271,0.00254090433324449,1.0572705658470611,52
90,67184876606.807526,55617969540.747215,11566907066.06028,554,1957,89.9919061351801,86819,307,554,1957,0.1789343254180534,1.252540277926374,0.00809386481989804,1.0884324507124603,52
91,188169670686.77182,144085525259.30667,44084145427.46505,541,1931,90.99846203876808,86723,325,541,1931,0.1843926419216929,1.2907484934518505,0.00153796123191796,1.120614934529962,52
92,46950016975.52893,24824146394.07643,22125870581.45253,558,1892,91.99716281684516,86628,337,558,1892,0.1900174620795882,1.3301222345571175,0.00283718315485259,1.153521905474969,52
93,65168538425.78157,45859699175.36604,19308839250.41558,566,1877,92.99825124427292,86539,333,566,1877,0.19581386501583592,1.3706970551108515,0.00174875572707833,1.1874074449014285,52
94,77395906620.16519,35378593068.48278,42017313551.6824,560,1853,93.9998326055902,86443,353,560,1853,0.2017870847910817,1.412509593537572,1.673944097859703e-4,1.2223716771514794,52
95,88259678946.35857,67658522608.05152,20601156338.3071,562,1831,94.99472778251123,86356,341,562,1831,0.2079425151287945,1.4555976059015616,0.00527221748876627,1.2582622384694868,52
96,91280130515.8269,56998505147.79648,34281625368.030235,569,1802,95.99984278035676,86254,354,569,1802,0.21428571428571427,1.5,1.5721964322779058e-4,1.29534,52
97,33508612425.87069,19682295475.18042,13826316950.690252,588,1787,96.99426882427916,86144,373,588,1787,0.22082241007087017,1.5457568704960911,0.00573117572085379,1.3332771310776983,52
98,52734078526.18223,41160375252.701065,11573703273.481169,615,1747,97.99970528672353,86021,395,615,1747,0.22755850501770175,1.5929095351239124,2.9471327647456746e-4,1.3721959899371432,52
99,65890672016.88276,38006018358.93431,27884653657.948463,610,1740,98.99363796952083,85910,428,610,1740,0.23450008171395448,1.6415005719976814,0.00636203047916694,1.4120352070381257,52
100,68775434722.79117,54236751829.77273,14538682893.018429,634,1738,99.998583916107,85776,445,634,1738,0.24165340829415993,1.6915738580591195,0.00141608389300529,1.4532311014585897,52
101,80677461613.24297,57027863997.851265,23649597615.3918,655,1720,100.99640635101856,85622,493,655,1720,0.2490249440996631,1.7431746086976418,0.00359364898145031,1.4952254523564892,52
102,148093493624.2609,112515609028.35652,35577884595.90426,686,1723,101.99638499633608,85486,511,686,1723,0.25662134551130616,1.796349418579143,0.00361500366390998,1.5380702991758342,52
103,75331092730.80571,46878577897.66905,28452514833.136723,716,1714,102.99940031154856,85335,535,716,1714,0.26444947196003515,1.8511463037202465,5.996884514303247e-4,1.58247092919829,52
104,62093764809.45102,37094049438.40376,24999715371.04719,766,1704,103.9991239607424,85160,566,766,1704,0.27251639212085843,1.907614744846009,8.760392575908327e-4,1.6278630425143417,52
105,61542422530.75342,41767495093.770615,19774927436.98278,803,1723,104.99931330230795,84969,606,803,1723,0.28082939029574916,1.965805732070244,6.866976920321122e-4,1.67408016143102,52
106,111043759520.49185,60602819193.90271,50440940326.58924,834,1742,105.99674443021702,84759,672,834,1742,0.289395972991255,2.0257718109387852,0.00325556978297925,1.7212780500365763,52
107,73667731478.07613,45092653436.41163,28575078041.66448,878,1763,106.9997291702665,84539,722,878,1763,0.2982238756967557,2.0875671298772898,2.708297334947929e-4,1.769401023612692,52
108,83374127006.5948,44462825189.746895,38911301816.8481,963,1754,107.99915689595804,84324,740,963,1754,0.30732106986948815,2.1512474890864173,8.431040419480951e-4,1.8186431147987665,52
