time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99942608939934,89653,225,503,2186,0.12369524712582224,0.8658667298807557,76,5.739106006643624e-4,0.7767170913722331,79,1
