time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S,E,I,R1,beta_t,R0,time_diff,Rt,seed
78,23009531564.888313,12310356421.408512,10699175143.479822,411,1934,77.9950601502663,89842,227,411,1934,0.12857142857142856,0.8999999999999999,0.00493984973370231,0.8090639999999999,20
79,25459888751.664474,12568946366.197699,12890942385.46676,419,1892,78.99653282549144,89787,228,419,1892,0.12857142857142856,0.8999999999999999,0.00346717450855749,0.8085779999999999,20
80,42677640364.286476,33518135777.647823,9159504586.638662,429,1850,79.9923915659961,89732,217,429,1850,0.13249344604252208,0.9274541222976548,0.00760843400389887,0.8327332327873952,20
81,25264692052.617252,15194984146.514479,10069707906.10277,436,1805,80.99284301669809,89683,209,436,1805,0.13653510301062108,0.9557457210743476,0.00715698330191116,0.8576097504344337,20
82,39835599274.453835,9252379787.121523,30583219487.33229,428,1783,81.99072431247927,89638,194,428,1783,0.14070004902837266,0.9849003431986086,0.00927568752072716,0.8832881747908081,20
83,68853412026.7071,19601000345.409973,49252411681.297134,409,1753,82.99219929283889,89584,197,409,1753,0.14499204497649593,1.0149443148354715,0.00780070716110969,0.90977578493222,20
84,25553775057.566856,17706056066.98367,7847718990.583179,385,1735,83.99937156056426,89539,195,385,1735,0.14941496645979788,1.045904765218585,6.28439435743644e-4,0.9369633248734172,20
85,36767750525.74125,26401639371.20579,10366111154.535452,364,1700,84.99835393122694,89492,201,364,1700,0.1539728073067837,1.077809651147486,0.00164606877305573,0.9650599835409476,20
86,58325724292.31913,24607205209.054977,33718519083.264122,362,1658,85.99427622911695,89438,209,362,1658,0.15866968317602106,1.1106877822321477,0.00572377088305131,0.9939767100751934,20
87,22190715508.73133,14132164218.009092,8058551290.722249,355,1637,86.99325439183723,89392,206,355,1637,0.16350983527251506,1.1445688469076054,0.00674560816277391,1.0236794852972242,20
88,51294183925.41732,43408426672.00192,7885757253.415395,351,1597,87.99537856738797,89340,211,351,1597,0.16849763417744945,1.1794834392421465,0.00462143261202641,1.0543638360073395,20
89,27326482806.88591,18289603585.50437,9036879221.381536,357,1555,88.9988321367227,89279,223,357,1555,0.173637583794753,1.215463086563271,0.00116786327730267,1.0858947215356265,20
90,25551348316.84408,16594884100.21848,8956464216.625586,364,1515,89.99689505163265,89229,217,364,1515,0.1789343254180534,1.252540277926374,0.00310494836735131,1.1182554347298874,20
91,37150988537.66739,26499471039.06817,10651517498.599216,357,1493,90.99831007233826,89164,227,357,1493,0.1843926419216929,1.2907484934518505,0.00168992766174369,1.1517219732221518,20
92,52844003395.09946,45348488314.946274,7495515080.153193,374,1473,91.98808791676672,89099,227,374,1473,0.1900174620795882,1.3301222345571175,0.01191208323328396,1.1859901892205085,20
93,31591450024.12043,22576179557.217403,9015270466.90302,395,1429,92.99970343829436,89040,225,395,1429,0.19581386501583592,1.3706970551108515,2.9656170563896467e-4,1.2212773691332175,20
94,43970373835.92087,35285935131.12689,8684438704.793943,387,1414,93.99201189999658,88968,239,387,1414,0.2017870847910817,1.412509593537572,0.00798810000341632,1.2576985420858542,20
95,27232189106.06763,18477146194.228592,8755042911.83906,391,1420,94.99760536228536,88917,221,391,1420,0.2079425151287945,1.4555976059015616,0.00239463771463022,1.2950160780185014,20
96,50557606315.97255,25180037861.890118,25377568454.082508,400,1402,95.9919332798008,88840,233,400,1402,0.21428571428571427,1.5,0.00806672019919574,1.333755,20
97,24466770784.29979,15201509803.3558,9265260980.943962,399,1389,96.99646267550408,88769,245,399,1389,0.22082241007087017,1.5457568704960911,0.00353732449590893,1.3732504037487274,20
98,40541748197.9978,23685406019.50324,16856342178.49451,403,1363,97.99891338214194,88694,260,403,1363,0.22755850501770175,1.5929095351239124,0.00108661785806418,1.4140098652341455,20
99,44360253209.02011,29618664197.20468,14741589011.815456,411,1341,98.99114997130198,88604,289,411,1341,0.23450008171395448,1.6415005719976814,0.00885002869802065,1.4559125173276235,20
100,26215562020.40264,19462314278.905926,6753247741.496719,413,1314,99.99994622010044,88525,308,413,1314,0.24165340829415993,1.6915738580591195,5.3779899545247645e-5,1.4988021011947024,20
101,24323268716.330807,14306692341.731504,10016576374.599308,415,1309,100.99727358915192,88430,333,415,1309,0.2490249440996631,1.7431746086976418,0.00272641084808356,1.5431453223495877,20
102,40204134294.15727,25168137012.142746,15035997282.01454,430,1313,101.99441522695408,88336,342,430,1313,0.25662134551130616,1.796349418579143,0.00558477304592486,1.5885117908495363,20
103,37568947873.241264,20318443377.367992,17250504495.87324,450,1312,102.98931715616952,88233,358,450,1312,0.26444947196003515,1.8511463037202465,0.01068284383048023,1.6352285988543167,20
104,69166619872.69371,51982206305.444725,17184413567.24895,472,1306,103.99943556762749,88137,363,472,1306,0.27251639212085843,1.907614744846009,5.6443237252779e-4,1.6831457178199791,20
105,62354776567.804535,28746242526.315285,33608534041.489212,505,1303,104.99714011040948,88005,401,505,1303,0.28082939029574916,1.965805732070244,0.00285988959052474,1.732602198074751,20
106,95715066041.00017,49947852689.15961,45767213351.84042,522,1317,105.99771532917204,87879,427,522,1317,0.289395972991255,2.0257718109387852,0.00228467082796157,1.782780482216678,20
107,62590182393.383865,43216624299.95476,19373558093.429153,560,1300,106.99980233088134,87716,478,560,1300,0.2982238756967557,2.0875671298772898,1.976691186627022e-4,1.8345331180648632,20
