time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99926186153529,88812,243,526,2433,0.12369524712582224,0.8658667298807557,76,7.381384647118239e-4,0.7694697868431312,45,1
