time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99986997681751,90021,253,525,2117,0.12369524712582224,0.8658667298807557,76,1.3002318249277778e-4,0.78000738494578,73,1
