time,total_count,total_count_I,total_count_R1,num_I,num_R1,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week,seed
78,75830857163.9379,46555578041.35719,29275279122.580738,537,2256,9.051771133352958,8.608721694858975,7.207118303240885,8.85612227871041,8.547513032306473,8.705851625307025,8.276059055522298,8.375026550609418,10.205872779586501,6.807792103700637,9.536037316890415,8.924257815496686,8.437100256603065,1,TRUE,0,41
80,41063410764.971794,26354309808.816914,14709100956.154911,546,2154,8.43838331291414,8.88338821774588,6.987395532743751,10.340961201248616,7.795985043682503,7.395174416088382,8.513822884895612,9.491833176559947,8.754406063352212,8.399466199143383,9.092806668728533,9.002545873272416,9.479600537938184,3,TRUE,0,41
82,31154484901.208275,17372327598.05485,13782157303.15339,522,2043,8.162224049382978,5.955153504890333,8.352713209154428,7.961309425896362,8.677985434357891,8.44012765451846,7.011521184984354,8.513896772636718,8.622886144906838,8.564042615605585,8.19752707823843,8.256312810533997,7.823410543834597,5,TRUE,0,41
84,29325772007.031487,15559179943.67953,13766592063.351976,491,1964,8.101732557039906,7.902248695139855,7.896218318334441,8.210533892485433,7.76783041835917,7.7344077041944175,6.937727409293489,8.516222355213445,8.008259601608884,8.610698355748202,9.081487766406866,8.216934420942769,8.014111092284956,7,TRUE,0,41
86,34587660577.2873,20464526125.844616,14123134451.44266,481,1896,8.266762824687994,9.168567348441018,8.744760199597817,8.477512913557296,7.555353031752432,8.58373686492559,8.649154271473035,8.198046284404718,8.10998160242312,9.308857552904923,7.762894471779183,8.593834999948355,8.838023039080056,9,TRUE,1,41
88,103148521473.23773,18578221473.55715,84570299999.68056,485,1804,9.359435742606582,8.627551479279944,8.965949002474105,8.53656569845252,12.511823716224562,9.602970114894411,7.983023329521775,9.643501333224572,9.767189894578667,7.590331474360417,9.4523704163907,10.478334028373633,8.72761660636086,11,TRUE,1,41
90,64772525881.35179,29115722875.04038,35656803006.31144,478,1750,8.894147367085829,10.067423537501693,8.820148872458864,9.362678895743569,9.156035957597542,8.986267590067278,5.207014700329184,8.158719265790722,8.500979561057067,9.415042728007936,8.302531683638932,9.040063358050537,9.546278994358984,13,TRUE,1,41
92,35471578168.80955,24710349655.427265,10761228513.382267,472,1725,8.291997597801348,8.078482978032843,8.033690750094625,7.203135058471324,6.087392491866079,7.747111634863402,7.857510631053738,7.130796548259527,8.58628861224113,7.930802512212887,9.301890794100373,8.111905353690918,7.8439890637430265,15,TRUE,2,41
94,29711507319.82324,11854360189.396374,17857147130.42684,485,1690,8.11480025956088,8.46008328309747,8.043215579948582,8.380372370296072,7.967600639235353,7.68938725018803,8.307519383026026,7.829470560780974,9.623315713241624,7.3397621583310135,7.88431654964143,8.369695562238155,8.310225570137693,17,TRUE,2,41
96,92115000364.36696,53468997214.310135,38646003150.05681,504,1637,9.2463036373514491,9.485043956183336,9.959515396148896,6.879184108904049,9.649817273086875,8.748824483606144,8.61814910324875,8.898393785474385,8.333908988041113,9.445693391858885,9.000797223988025,9.157836982118416,9.372623059451431,19,TRUE,2,41
