time,total_count,total_count_I,total_count_R1,num_I,num_R1,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,time.y,S,E,I,R1,beta_t,R0,time_diff,Rt,seed,new_time,week
78,45704438807.117455,23360369766.602566,22344069040.514866,561,2329,8.545461259388418,7.244589189079113,7.595413234823772,9.078049965585448,8.371787077638286,8.570261048867055,8.891794289601973,7.226954677571347,9.42854803443707,9.074199692333849,8.325366590684816,8.624921724059693,8.306507009828715,77.99372294355936,88458,306,561,2329,0.12857142857142856,0.8999999999999999,0.0062770564406378,0.796797,87,1,0
79,25876110635.76838,12006994146.537706,13869116489.230656,568,2285,7.976586010732255,8.450920419619603,7.029392527730255,7.486794926430427,7.83238487147643,8.235018460865243,8.983633999090383,8.891200986672748,7.410986092767606,8.360383174346078,7.842993515054351,8.232179282376169,7.836375835728224,78.99855625038624,88388,287,568,2285,0.12857142857142856,0.8999999999999999,0.00144374961375604,0.796122,87,2,0
80,38711780255.39092,21402578662.12762,17309201593.263287,549,2262,8.379409790026166,8.351646172861418,8.057292400778106,9.085041405658057,10.106046399495758,7.717228798133874,9.412916815631904,9.932346429235121,8.871806345876529,7.881385379130435,8.120597718368598,9.092945703191553,8.595154505425892,79.99632419501127,88325,273,549,2262,0.13249344604252208,0.9274541222976548,0.0036758049887311,0.819758149616451,87,3,0
81,92674228682.48018,66210261009.877975,26463967672.60213,528,2229,9.252356263126671,9.084110777344389,9.370647218890323,9.716908313092388,9.643625299253532,8.442693174266442,9.440328079265383,9.485931729517183,8.89991363462714,8.659497102698282,9.462952381413976,9.295982476712243,9.424071521143938,80.9998225848261,88261,280,528,2229,0.13653510301062108,0.9557457210743476,1.7741517389424644e-4,0.8441624081389175,87,4,0
82,26060440776.51194,12486339063.056042,13574101713.455896,525,2200,7.983684322410738,8.020696862513374,8.380670932415535,7.816754442557836,7.640856618930614,7.816878679941607,8.04287050181278,7.324087464835664,7.5424395257264045,7.804035249510995,7.990373422523498,7.87731977002234,8.100370756204615,81.99758694353208,88188,278,525,2200,0.14070004902837266,0.9849003431986086,0.00241305646791545,0.8692828919105239,87,5,0
83,46196897705.89145,19506198958.43668,26690698747.454784,525,2155,8.556178483556366,8.87257299275233,8.582789489912852,8.058351967358215,8.761451904072155,8.950489564751974,8.042424569555086,8.796564514369754,8.784178674668182,9.415160802053574,8.19332158694592,8.730192870117527,8.558505807241598,82.99873678340043,88125,266,525,2155,0.14499204497649593,1.0149443148354715,0.00126321659956829,0.8950590923671056,87,6,0
84,46512272050.62252,32033139033.78363,14479133016.838911,506,2116,8.562982029787417,8.3120486686571,9.604076409756964,8.454823233944973,8.051249385572788,8.399010533538396,8.221602262987332,8.3250265858042,8.926385846142225,9.231970845882824,8.642987635973759,8.739360553598162,8.970195438874219,83.99939716839656,88067,265,506,2116,0.14941496645979788,1.045904765218585,6.028316034445425e-4,0.9217035743488782,87,7,0
85,41208507039.47958,26207574841.124153,15000932198.355436,504,2069,8.441910553528277,8.187328913925219,6.903378869153873,7.3203354434171635,8.868943836314278,8.650565175018578,7.875526484467772,7.9628935790437225,8.054819139428517,8.578668307846923,7.9783553723634535,8.18340079204027,7.617669498207103,84.99597679153587,88005,260,504,2069,0.1539728073067837,1.077809651147486,0.00402320846413317,0.9491946254760564,87,8,1
86,36396261532.53124,16294923706.877897,20101337825.65336,492,2036,8.31773190116433,7.537916046067765,8.494595190262649,9.459008705935084,8.730823357870932,8.056930064439603,8.533863437034897,7.87824075701254,8.839174739130717,7.582233791931802,8.72769999296326,8.55048995754913,8.78412935718893,85.99901286421289,87923,273,492,2036,0.15866968317602106,1.1106877822321477,9.871357871134023e-4,0.9774607827534014,87,9,1
87,47053467512.79524,29801175732.872128,17252291779.923088,487,1987,8.574550398727563,7.709381513017434,8.084922365328904,8.358387163848601,9.405016960748132,10.612170458377758,8.252477402191635,8.58118512833833,7.571323402460678,8.232174020737062,9.711049688860728,9.147227603165213,8.085398499613198,86.99825466469788,87846,283,487,1987,0.16350983527251506,1.1445688469076054,0.00174533530211817,1.006339267266574,87,10,1
88,86241154265.64754,19552832521.924736,66688321743.7228,492,1943,9.180413328359453,9.68564345095102,8.111312270556787,9.050085884874196,9.699394865905067,9.186391839451131,9.063543245473994,7.6669043656664755,9.874370059359947,9.004148786643258,10.081422037590892,9.360794832437573,9.139067525281193,87.99731690008603,87783,266,492,1943,0.16849763417744945,1.1794834392421465,0.0026830999139662,1.036129022036656,87,11,1
89,53332557999.15804,24938364413.5387,28394193585.619354,504,1880,8.699812825890671,8.026369058722338,9.016506577989992,8.372477400058147,8.740477993071517,9.512087580493594,8.717704606015204,8.794508335881984,9.338386875837909,8.289899502656288,7.374331173748196,8.780327006965479,8.55800863125248,88.99983519567103,87721,254,504,1880,0.173637583794753,1.215463086563271,1.6480432897481023e-4,1.066969961277836,87,12,1
90,53048559924.52549,33478753559.074417,19569806365.451035,492,1858,8.694473556011669,7.906569508180665,9.657032151439441,8.759740436582778,8.349680631864846,10.584528369077937,9.748713361462892,8.764869080129502,9.085097849030479,8.710222353316173,10.598655803125698,9.595412798737497,9.016708782855686,89.99997614459801,87636,277,492,1858,0.1789343254180534,1.252540277926374,2.3855401991568215e-5,1.0987408571997943,87,13,1
91,36304373330.09504,28177730679.82704,8126642650.267975,504,1830,8.31520404837348,8.55494256752932,8.449806226812555,8.017024379523587,9.39199417498977,8.269593292766773,8.378474947176104,7.472524038501472,8.471502116421025,7.699785687037306,7.772489522835326,8.395349934000981,8.366266651857181,90.99863362779242,87560,273,504,1830,0.1843926419216929,1.2907484934518505,0.00136637220758473,1.1311603497214635,87,14,1
92,24714778763.208927,11356719420.251701,13358059342.957226,488,1812,7.930667232146309,8.269529734149696,9.033912749096256,8.030761595119476,7.781812009429071,8.57703086561351,7.797403423356857,7.7069711741303895,7.320076285401381,8.01371082652945,8.958594413110157,8.294790511138805,8.540896015151455,91.99961672412452,87483,283,488,1812,0.1900174620795882,1.3301222345571175,3.8327587549247255e-4,1.164655028578212,87,15,2
