time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S,E,I,R1,beta_t,R0,time_diff,Rt,seed
78,86368324883.65764,68653885084.35806,17714439799.29962,583,2332,77.99911851344456,88371,271,583,2332,0.12857142857142856,0.8999999999999999,8.814865554427342e-4,0.7960229999999999,7
79,44111875916.451515,31428764526.520164,12683111389.93133,574,2273,78.99882152785531,88313,264,574,2273,0.12857142857142856,0.8999999999999999,0.00117847214468724,0.7953389999999999,7
80,57121199096.7249,48596811273.98206,8524387822.742807,567,2216,79.9992777658436,88260,256,567,2216,0.13249344604252208,0.9274541222976548,7.222341563988266e-4,0.8190625590247278,7
81,34786546887.82008,21079895083.58879,13706651804.231312,578,2154,80.99848286847907,88177,260,578,2154,0.13653510301062108,0.9557457210743476,0.00151713152092725,0.8435411734202193,7
82,58459012311.59897,45778525204.20391,12680487107.395058,570,2115,81.9971753277684,88111,250,570,2115,0.14070004902837266,0.9849003431986086,0.00282467223159699,0.8684555756222371,7
83,71503558207.58292,54651127222.02836,16852430985.55449,552,2079,82.99604576431373,88047,261,552,2079,0.14499204497649593,1.0149443148354715,0.0039542356862654,0.8942775852446823,7
84,55186378898.28477,40069626272.68171,15116752625.603064,539,2025,83.99532918565384,87957,298,539,2025,0.14941496645979788,1.045904765218585,0.00467081434615579,0.9208877686320076,7
85,54375771737.50989,29553676839.262917,24822094898.246952,533,1981,84.99651726099533,87895,281,533,1981,0.1539728073067837,1.077809651147486,0.00348273900466722,0.9480090348597942,7
86,31566893117.40643,20360351525.29615,11206541592.110294,508,1973,85.99720076094337,87828,285,508,1973,0.15866968317602106,1.1106877822321477,0.00279923905662826,0.976239026192946,7
87,62068382705.59291,22196500750.76574,39871881954.82713,512,1919,86.998405894941925,87755,282,512,1919,0.16350983527251506,1.1445688469076054,0.001594105058075,1.0052519268620117,7
88,40719937706.46331,23052910250.901363,17667027455.561913,527,1883,87.99945473747678,87677,263,527,1883,0.16849763417744945,1.1794834392421465,5.452625232180708e-4,1.0350556921069456,7
89,44573463211.43125,22789705961.678963,21783757249.75227,489,1860,88.9990914685653,87603,282,489,1860,0.173637583794753,1.215463086563271,9.085314347032636e-4,1.0656815704060791,7
90,65391658713.989815,44693312820.20137,20698345893.788414,481,1835,89.99880403082342,87524,287,481,1835,0.1789343254180534,1.252540277926374,0.00119596917657816,1.0972628596718412,7
91,45898276532.15428,14635073670.644064,31263202861.51025,476,1826,90.9984185870417,87445,282,476,1826,0.1843926419216929,1.2907484934518505,0.00158141295830205,1.1297147114087975,7
92,63921348500.91883,29315896933.947666,34605451566.97117,469,1794,91.9984890457848,87380,286,469,1794,0.1900174620795882,1.3301222345571175,0.00151095421519187,1.1631253880084715,7
93,42437483856.86953,30076389492.436653,12361094364.432905,466,1758,92.99890667245586,87311,284,466,1758,0.19581386501583592,1.3706970551108515,0.00109332754414026,1.197715086755862,7
94,55778530545.19143,37214735317.47254,18563795227.718918,474,1711,93.99919298563012,87221,301,474,1711,0.2017870847910817,1.412509593537572,8.070143698830634e-4,1.2332762512135895,7
95,67672288152.93595,21828176325.124058,45844111827.81196,480,1677,94.99908628016604,87125,328,480,1677,0.2079425151287945,1.4555976059015616,9.137198339743692e-4,1.269586787843401,7
96,34773411360.27084,23674672825.03444,11098738535.236448,476,1653,95.99865210987276,87056,318,476,1653,0.21428571428571427,1.5,0.00134789012724922,1.306875,7
97,36641907773.76373,25567607356.820435,11074300416.94331,468,1632,96.99672690844176,86960,338,468,1632,0.22082241007087017,1.5457568704960911,0.00327309155822774,1.3456741011790772,7
98,35971125393.28914,21890666448.71526,14080458944.573917,467,1617,97.99294623888824,86860,364,467,1617,0.22755850501770175,1.5929095351239124,0.00705376111176292,1.3851941317437542,7
99,52363942470.622795,28308086554.603455,24055855916.019344,491,1572,98.9982132543792,86779,355,491,1572,0.23450008171395448,1.6415005719976814,0.00178674562079095,1.425807396837186,7
100,30733869413.336887,17650384727.37923,13083484685.95758,502,1571,99.99396369258037,86665,379,502,1571,0.24165340829415993,1.6915738580591195,0.00603630741964877,1.4679308782851233,7
101,57016439761.35732,33047876713.81183,23968563047.545567,532,1562,100.99673571903894,86553,387,532,1562,0.2490249440996631,1.7431746086976418,0.00326428096106212,1.5107222746278113,7
102,52037963570.26966,35183176098.19851,16854787472.071161,562,1543,101.99694444322355,86418,422,562,1543,0.25662134551130616,1.796349418579143,0.0030555567764452,1.554794312262806,7
103,52818889359.95041,37417731756.915504,15401157603.034935,572,1561,102.99841097895826,86295,443,572,1561,0.26444947196003515,1.8511463037202465,0.00158902104173819,1.5997236127489625,7
104,232311607100.92868,159453448019.32217,72858159081.60646,619,1565,103.99751879879172,86149,457,619,1565,0.27251639212085843,1.907614744846009,0.00248120120826911,1.6461761440648637,7
105,49877428453.32389,23546980841.945904,26330447611.377995,633,1584,104.99422956450609,85997,497,633,1584,0.28082939029574916,1.965805732070244,0.00577043549391476,1.6935219801211947,7
106,63427364059.619705,30462990707.18283,32964373352.43689,685,1577,105.99985339019224,85821,540,685,1577,0.289395972991255,2.0257718109387852,1.466098077571587e-4,1.7421029842530271,7
107,68869312117.4598,44878673199.97741,23990638917.482403,712,1589,106.99981670229684,85654,574,712,1589,0.2982238756967557,2.0875671298772898,1.8329770317393468e-4,1.7915709865319889,7
108,82749103251.27148,50284041451.99611,32465061799.275402,745,1617,107.99872354886406,85459,625,745,1617,0.30732106986948815,2.1512474890864173,0.00127645113593644,1.84262952430208,7
109,125932771112.61046,79961399921.436615,45971371191.17404,796,1631,108.9997928462369,85242,677,796,1631,0.316695770132647,2.2168703909285292,2.071537630996545e-4,1.8945152673836116,7
110,87445867790.64558,55807162883.472336,31638704907.17313,834,1693,109.9984887957129,85031,716,834,1693,0.32635644169305994,2.2844950918514195,0.00151120428709816,1.9473493061959872,7
111,117571077068.06291,83067276749.56783,34503800318.49528,904,1706,110.99866650594284,84767,799,904,1706,0.33631180798513616,2.3541826558959533,0.00133349405716387,2.001785054134888,7
112,310608133600.1336,275222792900.83026,35385340699.3038,994,1711,111.99975787748474,84480,878,994,1711,0.3465708585479909,2.425996009835937,2.4212251526023465e-4,2.0564440376576285,7
113,95379486308.6856,65720766362.31826,29658719946.367508,1084,1747,112.9988458957462,84169,968,1084,1747,0.3571428571428571,2.5,0.00115410425381412,2.112,7
114,182633562041.3252,78490530512.63698,104143031528.68825,1157,1828,113.9993070568529,83813,1079,1157,1828,0.3571428571428571,2.5,6.929431471007774e-4,2.104225,7
115,113197096448.751,82392655088.01341,30804441360.737698,1247,1899,114.996847251301,83487,1136,1247,1899,0.3571428571428571,2.5,0.0031527486989944,2.095325,7
116,129692083459.90321,74746428615.81932,54945654844.08374,1329,1993,115.99914445476352,83105,1235,1329,1993,0.3571428571428571,2.5,8.555452364760185e-4,2.087175,7
