time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99901600794838,88895,274,532,2322,0.12369524712582224,0.8658667298807557,76,9.839920516157008e-4,0.7703443122403109,2,1
