time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt
0,99800,200,200,0,0.25,1.75,0,0,NA
0.9883702869630249,99746,213,211,30,0.25,1.75,1,0.011629713036975131,1.7465
1.9988528606346048,99682,212,245,61,0.25,1.75,2,0.0011471393653952333,1.745555
2.9986594258763817,99615,226,265,93,0.25,1.75,3,0.001340574123618321,1.744435
3.9806871999901072,99546,228,296,119,0.25,1.75,4,0.019312800009892772,1.7432625
4.9916671856160155,99469,246,310,157,0.25,1.75,5,0.008332814383984477,1.742055
5.997193239225588,99389,252,334,198,0.25,1.75,6,0.0028067607744119982,1.7407075
6.990150323457344,99295,279,350,236,0.25,1.75,7,0.009849676542655672,1.7393075
7.9913955015906915,99202,299,381,264,0.25,1.75,8,0.008604498409308547,1.7376625
8.992039680067602,99120,307,388,311,0.25,1.75,9,0.007960319932397653,1.736035
9.999091271324097,99003,332,419,351,0.25,1.75,10,9.08728675902637e-4,1.7346
10.997707658248068,98906,346,423,411,0.25,1.75,11,0.0022923417519322697,1.7325525
11.996212199564077,98802,351,458,450,0.25,1.75,12,0.003787800435922861,1.730855
12.996546879763883,98684,386,476,494,0.25,1.75,13,0.003453120236116547,1.729035
13.991929027186217,98562,416,491,548,0.25,1.75,14,0.008070972813783328,1.72697
14.998083128109915,98440,430,522,599,0.25,1.75,15,0.0019168718900850479,1.724835
15.999209007438559,98296,449,560,654,0.25,1.75,16,7.909925614413282e-4,1.7227
16.997223686734127,98150,490,592,688,0.25,1.75,17,0.0027763132658726875,1.72018
17.998410489702902,98003,499,632,750,0.25,1.75,18,0.0015895102970979735,1.717625
18.998904965287682,97852,530,654,802,0.25,1.75,19,0.001095034712317755,1.7150525
19.9971240726516,97676,576,700,854,0.25,1.75,20,0.002875927348398477,1.71241
20.99838726106732,97484,626,741,905,0.25,1.75,21,0.001612738932678326,1.70933
21.999588688223504,97313,623,812,957,0.25,1.75,22,4.113117764958929e-4,1.70597
22.998911662908696,97087,677,861,1023,0.25,1.75,23,0.001088337091303515,1.7029775
23.999114499129988,96878,703,914,1093,0.25,1.75,24,8.85500870012379e-4,1.6990225
24.999504289171092,96663,725,962,1172,0.25,1.75,25,4.957108289076473e-4,1.695365
25.999485083000387,96428,774,996,1242,0.25,1.75,26,5.149169996130354e-4,1.6916025
26.998137006132946,96194,800,1050,1321,0.25,1.75,27,0.001862993867053575,1.68749
27.997573191439937,95939,875,1078,1407,0.25,1.75,28,0.002426808560063165,1.683395
28.999736533083528,95678,907,1130,1503,0.25,1.75,29,2.634669164720549e-4,1.6789325
29.999686222025407,95415,951,1176,1591,0.25,1.75,30,3.1377797459342105e-4,1.674365
30.997871754120215,95101,1029,1240,1662,0.25,1.75,31,0.0021282458797848847,1.6697625
31.997841747573354,94808,1045,1356,1746,0.25,1.75,32,0.0021582524266463565,1.6642675
32.999545523355366,94470,1115,1445,1832,0.25,1.75,33,4.5447664463438286e-4,1.65914
33.99986375355768,94125,1165,1520,1938,0.25,1.75,34,1.362464423166898e-4,1.653225
34.999925681018226,93758,1213,1603,2071,0.25,1.75,35,7.431898177401308e-5,1.6471875
35.999503457910386,93356,1315,1674,2168,0.25,1.75,36,4.965420896141381e-4,1.640765
36.99856619943035,93172,1195,1761,2270,0.09999999999999999,0.7,37,0.0014338005696501455,0.653492
37.999253512853265,92982,1112,1762,2392,0.09999999999999999,0.7,38,7.464871467348644e-4,0.6522039999999999
