time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99972652576896,88999,224,537,2289,0.12369524712582224,0.8658667298807557,76,2.7347423103663004e-4,0.7711495682991,65,1
