time,total_count,total_count_I,total_count_R1,num_I,num_R1,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week,seed
78,36110871868.71751,18058577185.75931,18052294682.95816,531,2279,8.309859816744005,9.594473631882197,7.896740768268946,9.21708627743662,9.576762167161428,8.0714145841667,7.531920158173534,7.7375138197822455,8.122288643961273,8.453857531233341,7.383541848769202,8.680968178705443,9.121130349567611,1,TRUE,0,66
80,30111609041.570274,16245908183.540316,13865700858.029974,488,2201,8.12817661678908,9.545326697336327,7.123274625242246,7.034666848440632,6.521364070151003,8.53408388366142,9.381088119927725,7.7231554831929845,8.858878119142632,8.098593900174043,7.811296536557249,8.497734233924476,8.603678808974935,3,TRUE,0,66
82,39292620735.25545,26895949083.010048,12396671652.24541,453,2098,8.394302570640342,8.082288336278399,8.725677845495651,8.587753985712903,7.923707153413563,9.356256155674782,8.111966804836364,8.922029764274184,7.582016355595851,8.38438193261307,8.719048062808573,8.563746792493207,8.501147168808618,5,TRUE,0,66
84,63591632849.71769,51790558058.561935,11801074791.155745,443,1999,8.875747739671144,8.692129612768344,9.052867814859528,10.236383916913642,8.633414853707677,8.11205420167053,7.7910878619868456,8.725299572491526,8.55212052998992,10.142357253205418,8.033840606912166,9.14401644874201,9.556265629662898,7,TRUE,0,66
86,42013431247.21521,31008762110.394077,11004669136.821152,450,1900,8.461255195707707,10.126809623169978,8.85605444548144,7.6570260909978645,8.512252459180933,7.926993797969718,8.151786606504743,10.395918403348908,7.940778756351069,8.720834756892582,7.5455861515786005,9.09279108199853,9.339514969560254,9,TRUE,1,66
88,52949512018.71015,38397061721.89261,14552450296.817503,460,1823,8.692604693062979,8.994037143462798,8.614749433792312,9.069574075165711,8.584500225493182,7.60673968982487,8.848362907104196,8.050813115201208,8.872372582106786,9.389563483181744,7.503336052312464,8.709836230894384,8.91167376488707,11,TRUE,1,66
90,148601279554.24323,119449601336.35947,29151678217.883682,482,1744,9.72453257992142,9.556874874792774,9.940415839173244,9.605832189446774,8.703461728915766,10.103199301693495,10.174015953178433,9.889548245943962,9.070863652881728,9.171811978688764,10.693350599387747,9.84431167834984,9.716054939736884,13,TRUE,1,66
92,48871354248.80883,27546686273.58193,21324667975.22689,464,1697,8.61245725909496,8.462267323820388,8.91833147076948,8.751770228338422,8.441862479011071,7.882526672538612,8.63309585072639,8.751576728952314,8.21862948146826,8.59573445629423,9.610245358124429,8.728747822549801,8.728116502998207,15,TRUE,2,66
94,44498267695.072876,19915525410.231094,24582742284.841846,471,1660,8.518716097160276,8.656645662398075,8.057978482099836,8.325046931443804,8.408752765194063,7.549079824480053,8.372204165163293,8.48299122895517,7.818812673575892,8.269777778694277,8.030983391565686,8.243835824447034,8.37663139562296,17,TRUE,2,66
96,29885935215.734287,17704201077.812542,12181734137.921741,468,1609,8.12065381255043,7.757284043623567,6.992793232853094,8.421987497007391,8.298878088509905,8.1174600318589,8.801473270963559,8.49122402789824,7.868776980957079,7.259770279588065,7.22693837626922,8.079408524884705,7.885232981784915,19,TRUE,2,66
98,68898473187.23871,30503932259.742695,38394540927.49604,490,1583,8.955899854883608,9.282005695458063,9.118901188069364,9.538970534234256,8.709653792691105,9.215655647959174,8.854194147098765,8.865498899475359,8.196775323622969,9.19638318202847,9.34130908942429,9.09213301445774,9.328412726030777,21,TRUE,2,66
100,33310238477.99186,23170724436.24593,10139514041.745907,548,1537,8.229130648477675,8.338194236947512,8.26898744443938,7.538811857126638,9.973101438868316,8.37452276149283,8.456797975648644,7.89761701693427,8.09565809691232,9.880149243830129,8.028534120821709,8.83959704698224,8.107833143198652,23,TRUE,3,66
102,65864813938.48976,49663401852.299675,16201412086.190107,620,1503,8.91087020473223,8.61659388648358,9.142723076698523,8.497206075433446,8.771347083466221,9.338888265187627,9.229018914055985,9.284338166437296,9.554351211633255,9.105139447314158,9.039316553478757,9.105872424020019,8.793297565271695,25,TRUE,3,66
