time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99999111876838,89822,240,466,2091,0.12369524712582224,0.8658667298807557,76,8.881231622126506e-6,0.7783362621571102,26,1
