time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99912458719511,89833,224,514,2121,0.12369524712582224,0.8658667298807557,76,8.754128048877874e-4,0.7782669928187197,98,1
