time,total_count,total_count_I,total_count_R1,num_I,num_R1,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week,seed
78,52598735142.810524,34941280541.99184,17657454600.818684,490,2183,8.68595790968632,7.478532591963885,8.413714664067648,8.339429816161598,8.35836263649091,7.885259316667456,7.435406912884365,8.364328399242877,9.074413282374424,8.804927015171476,8.470214627883017,8.378853224374488,8.157066721177511,1,TRUE,0,92
80,25958063903.647655,14154706218.910889,11803357684.736753,493,2072,7.97974814601832,7.6281352795826765,7.93522785189726,8.295698553335196,8.51820108884834,8.909209195847037,9.19417818000114,8.041973451825678,7.310944459153532,6.573181207682653,7.964785697468394,8.276372411933902,7.990216778824115,3,TRUE,0,92
82,111118512553.5506,17848354881.446198,93270157672.10446,458,1984,9.433863149355737,10.343217767906474,8.4913281536074,8.70464465666434,9.119305677307608,9.851001506524721,12.205821966773856,10.67728153683487,10.02580707044639,9.126287887201958,9.716327374884688,10.496117775231395,9.54559660975113,5,TRUE,0,92
84,26131791053.337917,16085079131.509933,10046711921.82801,424,1924,7.9864184580770115,8.143972324428548,8.404876440963372,7.672974757247495,8.654379760306343,7.812698898459189,7.689442124629656,6.942343612751563,7.981515676592831,7.533008496421756,9.107739674599888,8.169283835071399,8.117793390309734,7,TRUE,0,92
86,34307973230.616776,21546286842.276028,12761686388.34074,412,1828,8.258643619807778,8.033092584445235,8.843618628796998,8.732957908374557,8.367752627440515,8.650167273022102,8.558315683607063,8.613793413068295,8.224929217787304,8.405012708211002,8.12420868272579,8.487287414830098,8.595100236920995,9,TRUE,1,92
88,26307362216.70296,15121692239.151516,11185669977.551468,395,1774,7.993114669150454,7.767737216171403,7.969149112331559,8.993790129626067,8.613725129844934,8.32774314022694,6.726238924574256,7.3376379906560345,7.468531625029323,7.618775420260179,8.206471272319153,8.09480568041162,8.397390793068288,11,TRUE,1,92
90,27287187251.064934,11791146117.600895,15496041133.46403,377,1692,8.02968309750402,7.392378613734311,7.862903329786545,7.66479556224012,8.698112690635341,7.609204425538332,8.800532160687945,7.771292938065754,8.211229830739274,8.109070207706354,7.971182400730064,8.109976147084609,7.658318108356719,13,TRUE,1,92
92,21129561444.4473,13339938527.906073,7789622916.541235,383,1604,7.773938913245274,7.843784529463264,8.059632278448777,7.154346931568641,7.04254837098908,7.842767340012629,8.836623810929321,6.73752867417019,7.382604436319546,8.760974467287356,7.705790437897345,7.959262914302726,7.754141208356163,15,TRUE,2,92
94,32519656584.343822,23826647151.418987,8693009432.924843,421,1530,8.205110561433234,8.100607990433193,6.691328984114641,8.554001587620563,8.264991365690971,8.247525794453347,7.268865870816638,7.304703763318986,8.270480464554042,7.470757120784836,8.54021127217373,8.0292481071112,8.03800992092495,17,TRUE,2,92
96,37166002349.430824,16496510081.351063,20669492268.07971,432,1487,8.338660265012386,8.740935775296409,7.597382895285458,8.523728447028864,9.408075821915608,7.7168297468110065,8.875696004276627,8.989524063318294,8.88055243649105,8.595464487480966,8.530630257073456,8.708668976591932,8.395364603868327,19,TRUE,2,92
98,30454464754.767033,17603893674.919064,12850571079.847963,457,1418,8.139498446126126,7.8510923053156425,8.295879854812302,7.718338696708232,8.275625493111411,7.387409514451358,7.9350341837513625,6.947516559210947,7.95404871493216,9.112419257923543,8.425025438324104,8.151207608345704,7.986741317079257,21,TRUE,2,92
100,86800378954.54572,23846904650.792583,62953474303.75323,497,1389,9.186876824438965,8.672388185044568,9.148838951957334,10.132263967071491,9.295137004278965,9.07371581663157,9.331530533851748,9.4374213983109,9.430913855909512,7.509465277846507,8.265040128909286,9.230227205763576,9.507580703150557,23,TRUE,3,92
102,33578498288.065365,20684982016.39919,12893516271.666183,533,1398,8.237151767168939,9.889155324651068,8.220898171074971,8.445482288043209,8.111528046234996,8.322987044529057,8.077356723562886,8.057278004644779,9.323088613534413,7.85055738546817,8.199607136672777,8.688031189513447,9.144458359302067,25,TRUE,3,92
104,41695414221.33881,22441807537.55772,19253606683.78111,578,1426,8.453656988992645,8.757267627547852,9.33178917308436,8.379509960358519,8.590694438575861,7.368788400814198,7.533148235062397,9.847963904500848,8.878387781503351,8.137370459117836,8.438153524894933,8.779186384766563,8.90040850095231,27,TRUE,3,92
106,73885252341.5629,50502742709.61453,23382509631.948387,651,1433,9.0257790826249,8.687237276788252,9.026921058789995,7.963160169367979,9.32217227799212,9.0600283113995,8.736781504364911,8.737037152393027,9.94854130435877,10.20661582868379,9.27872537485407,9.28804379801104,8.649630644221665,29,TRUE,4,92
108,81037091183.98767,55350944725.56424,25686146458.423424,701,1457,9.118172802659082,10.377554160399885,8.895935617537788,8.60338973077423,9.09240431289441,8.714596598511562,9.32222323686632,9.884275838769167,10.08847290859763,9.397888182926799,9.302573104828094,9.530666310445003,9.61319355121592,31,TRUE,4,92
110,79865106792.08537,53110476856.563416,26754629935.521984,795,1488,9.103604883344957,9.281598473047854,9.170689980730469,9.356425228809105,9.068287560004372,8.701664276860585,9.272127874484115,9.592053461546328,9.383707039514702,9.098860865309684,9.117344782092498,9.22864011238013,9.272462895876098,33,TRUE,4,92
112,142313903096.7535,74076807567.66516,68237095529.08835,944,1569,9.681301039987492,8.76782109504088,10.570039319184387,8.0013899482862,9.094616831915339,10.780477684732627,10.12223321194175,11.366239159422067,9.138643301832168,10.85294103013319,9.303262404821002,10.27005371512433,9.687805035860167,35,TRUE,4,92
114,101677341609.3187,54669287599.97941,47008054009.33954,1111,1686,9.34507031880958,8.798231422081159,9.170290699161482,9.649884222146191,9.848478916600858,9.372080628635866,7.5733705775187365,10.094316920694384,9.989818948549175,8.195916251815802,7.679752173869898,9.36030495624881,9.267033494527551,37,TRUE,5,92
116,127588203414.16861,69571971702.88182,58016231711.28695,1337,1824,9.57207375385114,9.176024812847446,10.925700471796086,10.562540098013068,7.94190927461181,9.970510746059508,9.72558707039859,9.594618706503798,9.842416465414173,8.485180447108034,10.0420839693181,9.933845206120044,10.4526549958788,39,TRUE,5,92
118,154750478879.0291,104456830087.02727,50293648792.00203,1562,1997,9.765079843039636,10.03958906712828,9.67165033437867,9.94567240932313,9.467980687560182,11.569135373040169,10.841635311736322,11.25054329456025,8.85698007519625,10.194461261553146,9.842330779172562,10.488430856715087,9.897456299931125,41,TRUE,5,92
120,221506003056.37427,166746089681.65912,54759913374.71496,1883,2222,10.123715527899002,9.972324144227967,11.266365059120748,9.063087611871563,10.24660102058387,9.410072461921967,10.057939360190437,10.619296365710404,10.397623057486685,10.291642465606584,8.67400814522589,10.243434359930028,10.49316498634775,43,TRUE,6,92
122,530047621644.0779,185312102975.38757,344735518668.69086,2175,2549,10.996232691614754,10.906596355502252,11.635731961548627,10.682441811299768,12.508820683778271,10.443927006328488,9.924650835355836,11.600346092946669,10.420733254279966,10.668935488269277,10.152087355282896,11.222560193634894,11.161879017311632,45,TRUE,6,92
124,329260851627.81757,231087005027.89792,98173846599.9196,2524,2945,10.520116135653307,11.184927922800687,9.935839574787092,11.04680433372408,10.779812133869132,10.37196567559286,10.952567424561368,10.857267312166258,9.515414610949291,12.08069928018542,9.568488908503127,10.912808718175974,10.855384959296384,47,TRUE,6,92
126,371252155471.9907,201952423509.33295,169299731962.65842,2924,3360,10.640147333031624,10.357481432603555,13.398824255258187,10.94842748545487,10.510587720573849,10.888855435230333,10.316666404903298,11.125366971999258,10.349940453067434,10.538750290969801,9.719831054103832,11.534310632922825,12.425989673687722,49,TRUE,6,92
128,412002933264.38196,283107970500.28174,128894962764.09927,3432,3885,10.744296305844337,10.894223156801523,11.029417182179156,9.22121658450507,10.950291593517898,11.288872600519536,10.022961635669283,10.546444960211774,10.745011679129343,10.985578054096322,11.336810616972413,10.844237257547636,10.642526146322437,51,TRUE,7,92
130,632252286462.6053,479697378375.899,152554908086.7079,3959,4532,11.17255433887999,10.331868783509165,10.660227647973263,10.97117230197483,11.39354282158856,11.327302124420667,11.14224907712032,12.373126873399453,11.22412955668031,11.416208015450954,11.846718672265482,11.423015589923484,10.688108097925392,53,TRUE,7,92
132,820379381017.2389,461816426787.548,358562954229.6889,4612,5128,11.433032729987797,11.996939769149499,11.41385846708942,10.140053445252065,11.240573403708366,9.342224918887034,11.605806138371237,10.912513829077795,11.365175287814438,10.631351532125517,11.293253485376031,11.209492619097476,11.437352092492002,55,TRUE,7,92
