time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S.x,E.x,I.x,R1.x,beta_t.x,R0.x,time_diff.x,Rt.x,time.y.y,S.y,E.y,I.y,R1.y,beta_t.y,R0.y,time_diff.y,Rt.y
93.5,47871072722.019875,23228266130.07203,24642806591.94783,475,1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,196315245604.07098,183374859561.3871,12940386042.683958,475,1517,93.99944347332384,88320,328,475,1517,0.2017870847910817,1.412509593537572,5.565266761493604e-4,1.248785606550632,93.99944347332384,88320,328,475,1517,0.2017870847910817,1.412509593537572,5.565266761493604e-4,1.248785606550632
94.5,35039114010.37411,19501738014.356316,15537375996.017822,480,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,56367898045.15479,22045100752.471127,34322797292.683712,491,1499,94.99925231784412,88227,337,491,1499,0.2079425151287945,1.4555976059015616,7.476821558896063e-4,1.2855838055322593,94.99925231784412,88227,337,491,1499,0.2079425151287945,1.4555976059015616,7.476821558896063e-4,1.2855838055322593
95.5,39682120215.33129,28736923552.03475,10945196663.296589,494,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,31141226584.260155,23052002653.428814,8089223930.831339,491,1489,95.99749028321835,88137,354,491,1489,0.21428571428571427,1.5,0.00250971678164546,1.323405,95.99749028321835,88137,354,491,1489,0.21428571428571427,1.5,0.00250971678164546,1.323405
96.5,54569486754.10083,34596836584.473785,19972650169.627018,508,1478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,32654886162.698933,23589085562.35984,9065800600.339115,511,1474,96.9988631869548,88037,374,511,1474,0.22082241007087017,1.5457568704960911,0.00113681304519275,1.36238373294914,96.9988631869548,88037,374,511,1474,0.22082241007087017,1.5457568704960911,0.00113681304519275,1.36238373294914
97.5,72327360255.65958,35595416241.551,36731944014.10855,518,1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,43305949680.905426,24836586157.88348,18469363523.021904,519,1476,97.99950509875178,87924,398,519,1476,0.22755850501770175,1.5929095351239124,4.949012482171611e-4,1.4023497674370389,97.99950509875178,87924,398,519,1476,0.22755850501770175,1.5929095351239124,4.949012482171611e-4,1.4023497674370389
98.5,43638242169.281,28670706710.425488,14967535458.855555,534,1464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,67895432016.573135,37254029125.388145,30641402891.18499,543,1466,98.99973028378322,87800,423,543,1466,0.23450008171395448,1.6415005719976814,2.6971621677773783e-4,1.4432729629232417,98.99973028378322,87800,423,543,1466,0.23450008171395448,1.6415005719976814,2.6971621677773783e-4,1.4432729629232417
99.5,77864481392.50012,38626830721.636536,39237650670.86344,557,1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,41376082134.33117,25804381801.696728,15571700332.634502,580,1460,99.99940189933784,87671,434,580,1460,0.24165340829415993,1.6915738580591195,5.981006621453844e-4,1.485201847375907,99.99940189933784,87671,434,580,1460,0.24165340829415993,1.6915738580591195,5.981006621453844e-4,1.485201847375907
100.5,42551838078.34175,31555584058.212925,10996254020.128807,592,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,70718864645.85999,49096562668.17054,21622301977.689342,603,1461,100.99510198685952,87553,454,603,1461,0.2490249440996631,1.7431746086976418,0.00489801314049032,1.5282586111913097,100.99510198685952,87553,454,603,1461,0.2490249440996631,1.7431746086976418,0.00489801314049032,1.5282586111913097
101.5,49893084347.51359,27747106593.841248,22145977753.672306,606,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,72407883154.31966,20355066998.398174,52052816155.92151,612,1492,101.99978041897266,87414,494,612,1492,0.25662134551130616,1.796349418579143,2.195810273377674e-4,1.5727578064485974,101.99978041897266,87414,494,612,1492,0.25662134551130616,1.796349418579143,2.195810273377674e-4,1.5727578064485974
102.5,41372470893.97335,24563446369.197136,16809024524.776217,635,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,101756272933.0778,30108666668.424908,71647606264.65298,659,1503,102.99914834924722,87266,505,659,1503,0.26444947196003515,1.8511463037202465,8.516507527787098e-4,1.618161029934016,102.99914834924722,87266,505,659,1503,0.26444947196003515,1.8511463037202465,8.516507527787098e-4,1.618161029934016
103.5,56784903946.86626,35451563150.2722,21333340796.594074,680,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,67656294439.94327,45921966785.908806,21734327654.034473,686,1529,103.99295878440584,87112,528,686,1529,0.27251639212085843,1.907614744846009,0.00704121559417103,1.6646990832373183,103.99295878440584,87112,528,686,1529,0.27251639212085843,1.907614744846009,0.00704121559417103,1.6646990832373183
104.5,74981894262.24649,53793200516.98737,21188693745.259148,708,1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,98258020459.64842,75068557928.88638,23189462530.762024,729,1535,104.9998051033165,86937,565,729,1535,0.28082939029574916,1.965805732070244,1.9489668349592648e-4,1.7124526893210312,104.9998051033165,86937,565,729,1535,0.28082939029574916,1.965805732070244,1.9489668349592648e-4,1.7124526893210312
105.5,56730922455.088715,40377849660.61308,16353072794.475588,761,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,67811190626.30504,42225672696.96713,25585517929.337967,770,1547,105.99854013891289,86740,621,770,1547,0.289395972991255,2.0257718109387852,0.00145986108712747,1.7611452392758515,105.99854013891289,86740,621,770,1547,0.289395972991255,2.0257718109387852,0.00145986108712747,1.7611452392758515
106.5,201959195929.23956,169986546640.39163,31972649288.847866,805,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,74103202820.48932,42275461860.862144,31827740959.627018,825,1564,106.99937376300018,86523,672,825,1564,0.2982238756967557,2.0875671298772898,6.26236999821117e-4,1.810755728455561,106.99937376300018,86523,672,825,1564,0.2982238756967557,2.0875671298772898,6.26236999821117e-4,1.810755728455561
107.5,113229232131.85376,64681921105.05393,48547311026.79979,855,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,172928365925.88245,101548901051.16205,71379464874.72032,867,1573,107.99600714908595,86305,737,867,1573,0.30732106986948815,2.1512474890864173,0.00399285091403101,1.8613238649822408,107.99600714908595,86305,737,867,1573,0.30732106986948815,2.1512474890864173,0.00399285091403101,1.8613238649822408
108.5,73538926824.85669,46938112291.955925,26600814532.90065,908,1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,96767650676.91718,52713211213.858665,44054439463.05857,934,1613,108.99803025333848,86039,808,934,1613,0.316695770132647,2.2168703909285292,0.00196974666152982,1.9132699908908672,108.99803025333848,86039,808,934,1613,0.316695770132647,2.2168703909285292,0.00196974666152982,1.9132699908908672
109.5,155535551810.12048,95034027786.69612,60501524023.42395,964,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,95234815651.96329,61308496448.82209,33926319203.14112,1006,1677,109.9999312455812,85753,882,1006,1677,0.32635644169305994,2.2844950918514195,6.875441879117261e-5,1.965556732078043,109.9999312455812,85753,882,1006,1677,0.32635644169305994,2.2844950918514195,6.875441879117261e-5,1.965556732078043
110.5,115849534675.58537,82971862304.57439,32877672371.011196,1049,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,102330624479.88208,59022045138.306366,43308579341.5755,1074,1727,110.99783159874052,85483,934,1074,1727,0.33631180798513616,2.3541826558959533,0.00216840125948181,2.018782252910457,110.99783159874052,85483,934,1074,1727,0.33631180798513616,2.3541826558959533,0.00216840125948181,2.018782252910457
111.5,103396783818.01904,71917601174.22255,31479182643.796276,1132,1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,151753536670.80136,88557485569.01585,63196051101.78613,1155,1779,111.99908200123714,85161,1018,1155,1779,0.3465708585479909,2.425996009835937,9.17998762858474e-4,2.073814169088054,111.99908200123714,85161,1018,1155,1779,0.3465708585479909,2.425996009835937,9.17998762858474e-4,2.073814169088054
112.5,119902656792.23474,85078942229.55452,34823714562.68023,1223,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,250791172818.20026,75690265098.18166,175100907720.01834,1250,1835,112.99981701864984,84769,1136,1250,1835,0.3571428571428571,2.5,1.829813501501576e-4,2.129025,112.99981701864984,84769,1136,1250,1835,0.3571428571428571,2.5,1.829813501501576e-4,2.129025
113.5,121774724095.16219,73938773871.41542,47835950223.74671,1289,1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,121811357510.9808,61687783457.71239,60123574053.26828,1354,1901,113.99901362744568,84354,1261,1354,1901,0.3571428571428571,2.5,9.863725543226565e-4,2.119225,113.99901362744568,84354,1261,1354,1901,0.3571428571428571,2.5,9.863725543226565e-4,2.119225
114.5,128059928218.25812,83174440545.19963,44885487673.0586,1415,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,124828314669.35774,80729549247.38531,44098765421.97258,1488,1991,114.99941468592398,83937,1351,1488,1991,0.3571428571428571,2.5,5.853140760194719e-4,2.10885,114.99941468592398,83937,1351,1488,1991,0.3571428571428571,2.5,5.853140760194719e-4,2.10885
115.5,222746584394.59064,72738698303.90605,150007886090.68466,1550,2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,171742564083.55472,108480122743.56003,63262441339.99499,1624,2122,115.99976954426916,83477,1453,1624,2122,0.3571428571428571,2.5,2.3045573082924875e-4,2.098425,115.99976954426916,83477,1453,1624,2122,0.3571428571428571,2.5,2.3045573082924875e-4,2.098425
116.5,187320691388.37683,94133640492.55537,93187050895.82156,1683,2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,325119563659.9475,194608835691.223,130510727968.72469,1769,2207,116.9999021523887,83000,1579,1769,2207,0.3571428571428571,2.5,9.784761130049446e-5,2.086925,116.9999021523887,83000,1579,1769,2207,0.3571428571428571,2.5,9.784761130049446e-5,2.086925
117.5,181994672158.45258,138063551084.91544,43931121073.53686,1817,2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,169400392129.19257,87384682399.32109,82015709729.87183,1886,2410,117.99946663097371,82438,1719,1886,2410,0.3571428571428571,2.5,5.333690262858681e-4,2.075,117.99946663097371,82438,1719,1886,2410,0.3571428571428571,2.5,5.333690262858681e-4,2.075
118.5,226387015969.05988,104500000484.71098,121887015484.34818,1983,2490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,333979311381.17413,248095494639.42352,85883816741.75009,2091,2558,118.99977357326274,81867,1810,2091,2558,0.3571428571428571,2.5,2.2642673725670193e-4,2.06095,118.99977357326274,81867,1810,2091,2558,0.3571428571428571,2.5,2.2642673725670193e-4,2.06095
119.5,214583180066.39,127821376386.82663,86761803679.56256,2196,2620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,263021010519.6616,191933009506.4783,71088001013.1829,2287,2691,119.99860356420936,81234,1964,2287,2691,0.3571428571428571,2.5,0.00139643579065307,2.046675,119.99860356420936,81234,1964,2287,2691,0.3571428571428571,2.5,0.00139643579065307,2.046675
120.5,229663130095.79285,146648800940.33447,83014329155.4586,2379,2778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,297256814694.3409,210524451960.1977,86732362734.14394,2447,2903,120.99946501083612,80552,2133,2447,2903,0.3571428571428571,2.5,5.349891638815052e-4,2.03085,120.99946501083612,80552,2133,2447,2903,0.3571428571428571,2.5,5.349891638815052e-4,2.03085
121.5,451997841388.8483,357266795615.1838,94731045773.66437,2537,2988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,340630575110.0738,248699378955.3838,91931196154.69061,2702,3061,121.99950623341932,79818,2266,2702,3061,0.3571428571428571,2.5,4.937665806892255e-4,2.0138,121.99950623341932,79818,2266,2702,3061,0.3571428571428571,2.5,4.937665806892255e-4,2.0138
122.5,405613676241.31885,305834266186.01697,99779410055.30139,2765,3175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,477099534703.21765,294519152546.3153,182580382156.9032,2875,3283,122.99979906853196,79006,2499,2875,3283,0.3571428571428571,2.5,2.009314680293528e-4,1.99545,122.99979906853196,79006,2499,2875,3283,0.3571428571428571,2.5,2.009314680293528e-4,1.99545
123.5,533406035051.29565,410508813537.8709,122897221513.42522,3002,3407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,329962408009.6897,210849140754.37366,119113267255.31703,3065,3544,123.9997185979514,78199,2671,3065,3544,0.3571428571428571,2.5,2.814020486141544e-4,1.97515,123.9997185979514,78199,2671,3065,3544,0.3571428571428571,2.5,2.814020486141544e-4,1.97515
124.5,529217843697.59766,301140710210.8899,228077133486.70782,3177,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,426654345530.0139,252916117346.14536,173738228183.86765,3308,3772,124.99964021599818,77328,2860,3308,3772,0.3571428571428571,2.5,3.597840018159104e-4,1.954975,124.99964021599818,77328,2860,3308,3772,0.3571428571428571,2.5,3.597840018159104e-4,1.954975
125.5,418159762197.5699,330269031595.1924,87890730602.37752,3449,3904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,479192423699.99274,324519053659.323,154673370040.66992,3585,4029,125.99959347306752,76387,3064,3585,4029,0.3571428571428571,2.5,4.065269324797782e-4,1.9332,125.99959347306752,76387,3064,3585,4029,0.3571428571428571,2.5,4.065269324797782e-4,1.9332
126.5,353415623382.66595,199521106050.0202,153894517332.64368,3718,4174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,469818881049.243,251751941940.69092,218066939108.5505,3833,4332,126.9995137060716,75418,3261,3833,4332,0.3571428571428571,2.5,4.8629392838961394e-4,1.909675,126.9995137060716,75418,3261,3833,4332,0.3571428571428571,2.5,4.8629392838961394e-4,1.909675
127.5,980348839179.9861,810004040060.1515,170344799119.83328,3975,4457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,856875325007.1564,673740931729.4271,183134393277.72888,4075,4635,127.99957536431651,74353,3536,4075,4635,0.3571428571428571,2.5,4.246356834727294e-4,1.88545,127.99957536431651,74353,3536,4075,4635,0.3571428571428571,2.5,4.246356834727294e-4,1.88545
128.5,427874149383.0402,252111450156.32883,175762699226.7116,4234,4828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,620683925901.4567,339013773043.53217,281670152857.92505,4383,5019,128.99941226246952,73218,3731,4383,5019,0.3571428571428571,2.5,5.87737530480581e-4,1.858825,128.99941226246952,73218,3731,4383,5019,0.3571428571428571,2.5,5.87737530480581e-4,1.858825
129.5,519831804236.6042,329137517007.52124,190694287229.08258,4558,5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,656950365334.6327,425162630692.09766,231787734642.5372,4744,5380,129.99840292529868,72028,3917,4744,5380,0.3571428571428571,2.5,0.00159707470132275,1.83045,129.99840292529868,72028,3917,4744,5380,0.3571428571428571,2.5,0.00159707470132275,1.83045
130.5,492420733104.5797,323432991969.5173,168987741135.06235,4840,5639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,657213142180.0709,442012057481.74347,215201084698.32648,5064,5829,130.9997154121736,70808,4094,5064,5829,0.3571428571428571,2.5,2.8458782639972924e-4,1.8007,130.9997154121736,70808,4094,5064,5829,0.3571428571428571,2.5,2.8458782639972924e-4,1.8007
131.5,827297750719.3397,316779466561.35944,510518284157.9789,5206,6003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,803577898510.1172,502508050930.97156,301069847579.14325,5358,6196,131.99999188617,69539,4346,5358,6196,0.3571428571428571,2.5,8.113830006095668e-6,1.7702,131.99999188617,69539,4346,5358,6196,0.3571428571428571,2.5,8.113830006095668e-6,1.7702
132.5,730611597992.0582,436174749139.2745,294436848852.78186,5487,6395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,640366792928.7438,425199669536.4047,215167123392.33688,5645,6595,132.9998619699343,68250,4552,5645,6595,0.3571428571428571,2.5,1.38030065699013e-4,1.738475,132.9998619699343,68250,4552,5645,6595,0.3571428571428571,2.5,1.38030065699013e-4,1.738475
133.5,757301375173.7618,450505327474.32794,306796047699.43256,5850,6811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,846435202692.648,472482675557.21204,373952527135.4359,6018,7047,133.99969652401563,66819,4780,6018,7047,0.3571428571428571,2.5,3.0347598436719636e-4,1.70625,133.99969652401563,66819,4780,6018,7047,0.3571428571428571,2.5,3.0347598436719636e-4,1.70625
134.5,945093632884.7141,544830533880.0936,400263099004.62195,6240,7235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,777787292593.745,420095531841.05743,357691760752.68964,6382,7490,134.99977478731472,65334,5040,6382,7490,0.3571428571428571,2.5,2.2521268527953e-4,1.670475,134.99977478731472,65334,5040,6382,7490,0.3571428571428571,2.5,2.2521268527953e-4,1.670475
135.5,821729901163.4263,504047069409.4275,317682831753.99835,6568,7726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,828896234338.608,542658082613.87854,286238151724.733,6721,7978,135.99969446649715,63897,5191,6721,7978,0.3571428571428571,2.5,3.0553350285345005e-4,1.63335,135.99969446649715,63897,5191,6721,7978,0.3571428571428571,2.5,3.0553350285345005e-4,1.63335
136.5,744657036348.277,453955685176.152,290701351172.1215,6894,8223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,690998425708.6458,416764775418.7962,274233650289.85336,7080,8481,136.9997843134193,62364,5388,7080,8481,0.3571428571428571,2.5,2.156865807023678e-4,1.597425,136.9997843134193,62364,5388,7080,8481,0.3571428571428571,2.5,2.156865807023678e-4,1.597425
137.5,849201238372.1155,474235196838.644,374966041533.4705,7253,8741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,905971718524.9108,542375138515.83923,363596580009.0745,7457,9029,137.9998416140961,60651,5686,7457,9029,0.3571428571428571,2.5,1.583859038873925e-4,1.5591,137.9998416140961,60651,5686,7457,9029,0.3571428571428571,2.5,1.583859038873925e-4,1.5591
138.5,875112510382.1086,498623959107.9327,376488551274.1767,7641,9279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,929134451050.3767,548949366983.8411,380185084066.53467,7820,9555,138.99983639662443,59013,5886,7820,9555,0.3571428571428571,2.5,1.6360337556875493e-4,1.516275,138.99983639662443,59013,5886,7820,9555,0.3571428571428571,2.5,1.6360337556875493e-4,1.516275
139.5,878095923261.5858,573044824464.2988,305051098797.2884,7994,9844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1160309017910.0408,800797000017.7794,359512017892.27026,8186,10118,139.9999522375049,57421,5998,8186,10118,0.3571428571428571,2.5,4.7762495086089984e-5,1.475325,139.9999522375049,57421,5998,8186,10118,0.3571428571428571,2.5,4.7762495086089984e-5,1.475325
