time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99998674560884,90478,218,464,1986,0.12369524712582224,0.8658667298807557,76,1.3254391163286527e-5,0.7839730545686339,82,1
