time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99950658522093,88636,251,538,2287,0.12369524712582224,0.8658667298807557,76,4.934147790720544e-4,0.768041106738828,17,1
