time,total_count,total_count_I,total_count_R1,num_I,num_R1,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week,seed
78,24000350650.587204,13422168820.675774,10578181829.911436,479,2020,7.901334277628759,7.210479687421049,7.704328132336993,7.872426448422978,7.90322842667203,8.334834618398185,7.312133464624294,8.137510801486679,7.466447719753267,7.495806471809215,6.748997888008537,7.713728240522749,7.632948910121991,1,TRUE,0,3
80,43964961512.78065,25488310425.940395,18476651086.840237,483,1918,8.506658824371119,8.524363305281794,7.814831090674817,8.780516802826734,8.82422936504368,8.69080902226234,9.04223854269145,7.982068631002685,8.12518125526909,8.876171193706796,9.417275530169398,8.715744398408575,8.449576991047655,3,TRUE,0,3
82,85252993792.85263,29958102532.980312,55294891259.87229,462,1882,9.168889070298146,8.835184030675679,9.569619408778168,9.500903755871978,9.006396888410912,8.92900815697825,9.060329808547166,9.571578982282935,9.978930754889795,9.46621090702986,9.71685528294653,9.427912968098607,9.35203056034993,5,TRUE,0,3
84,31136951836.231815,22629571225.46369,8507380610.768098,464,1801,8.161661112762545,7.297006731113422,8.236718950472708,7.7409465359635,8.407724518952415,8.053165065550145,8.696863454613341,7.910255843510172,7.979761143510828,8.408337080817002,7.473947504287715,8.10334938825151,7.831174096356388,7,TRUE,0,3
86,46477987820.39228,17346755255.510555,29131232564.881783,445,1728,8.562244657253324,8.018752730062113,8.182205377781026,7.660433656501401,8.747172059919308,9.032116550716685,8.380191563711746,8.129011161776297,8.380906270342459,8.594682399130258,9.849506143531517,8.697234037996742,7.976686784417153,9,TRUE,1,3
88,43242582932.3887,18830748378.397797,24411834553.99093,428,1680,8.490091562724967,9.81732665870208,8.621245570259617,8.192561414762366,9.69444345350492,8.265403763410104,8.563501556989781,8.633740306959563,9.147423241823242,8.167253818445884,9.080438569003713,8.989396225440904,9.123735905181311,11,TRUE,1,3
90,54792768769.6475,35834959820.61658,18957808949.030907,452,1623,8.726824065435064,9.052571854979503,9.088004713093895,9.053904996897906,10.000476405576178,8.569296975332703,8.851489089310112,8.653185882891199,8.672758682105043,9.025988000772067,8.576948143890526,9.052800715342702,9.06496214834361,13,TRUE,1,3
92,65341452297.16171,48357715252.291046,16983737044.870707,453,1572,8.902892469642477,9.684868882769766,9.072040733403368,9.452947585893453,9.218265879232192,9.951881554767212,8.544761268070063,9.581625735989343,8.867978280725362,8.129941597433058,7.404941069258987,9.214065374023821,9.434193491270227,15,TRUE,2,3
94,41855812190.929726,19363495803.875553,22492316387.054165,475,1517,8.457496505742448,9.028375696269677,7.761144166033232,8.056062876279826,8.412720412880748,8.353285989868828,8.458027981671227,8.311643477596498,8.323228209964546,10.276412644833924,7.542235384776184,8.80105682971495,8.43647104802652,17,TRUE,2,3
96,509373580283.21515,48864129933.562805,460509450349.6524,491,1489,10.956447533763598,9.445138223684452,11.347074350162748,11.00739602129755,10.278992150847667,11.160711719966043,10.953197642554915,10.177842785794041,11.008310361628292,10.391408507053118,11.105104636024281,10.81982246526816,10.869725749157462,19,TRUE,2,3
98,58555423381.789696,33615477144.287903,24939946237.50173,519,1476,8.79323955091202,9.542853824314102,9.215199177465939,8.992719712005268,8.506290086713795,10.038473530137894,8.915002375080372,9.888216410116295,8.357876855851776,8.358688764115088,7.827757046888446,9.190684600125143,9.2760562694364,21,TRUE,2,3
100,70119067915.34094,42808861502.925095,27310206412.415894,580,1460,8.973460604203467,8.395496521492408,8.902997041387186,9.538674991865772,9.490292832413878,9.172794609742354,8.638276612414979,9.329815714302866,10.13994155929954,8.04270573558428,8.816130807937155,9.216626136071582,9.054372521241437,23,TRUE,3,3
102,95082094922.69043,42299139509.301994,52782955413.38849,612,1492,9.278006512459143,9.239164005649702,9.013189087451979,9.238858231100009,9.025272811878272,9.03305837618099,9.320123420035483,8.39601145529835,9.572661340887974,8.740166028942138,8.169517281353059,9.050349905291048,9.169253707140559,25,TRUE,3,3
104,62720608376.057465,42579072557.45189,20141535818.6056,686,1529,8.861955912814885,9.810254993350087,10.521160484146542,9.921119155018701,7.9256412008167825,8.504885087969821,8.933032201193102,12.01016492415149,9.15232053150377,8.93110151926095,9.14745913011517,10.246225805159106,10.135492206412634,27,TRUE,3,3
106,94199501652.59694,55477663671.738914,38721837980.8582,770,1547,9.2686807282026,8.549975722373453,9.350025884393093,8.808887947131025,8.35272113298596,8.909156702917834,10.148739419756998,9.491568236092897,9.348894182759473,9.085776145453863,9.406605388262326,9.271343168941431,8.960134830664407,29,TRUE,4,3
108,145167588023.7175,38637768637.16308,106529819386.55415,867,1573,9.701154691441996,9.443988511777412,9.03446221981426,9.477396479015841,10.42015338045102,10.255700327755722,10.413461379257068,9.536876769375498,8.936927037067582,9.38949303831074,9.85768304806672,9.808594648559202,9.337863622982892,31,TRUE,4,3
110,123966629046.87071,100912411413.61781,23054217633.252914,1006,1677,9.54327824574225,10.008780224142578,10.809887841193907,10.89643076395433,9.20199247370928,9.544023883092642,9.80749142618142,9.537212644469319,9.945578367963876,11.089671455051374,9.592961934414328,10.249336000908093,10.64313632962244,33,TRUE,4,3
112,205336175980.17456,128820826065.76526,76515349914.4097,1155,1779,10.047914355775283,10.578886217132208,10.127355084590706,10.088154297365834,9.72416426678935,10.252972050844505,9.97771767476447,8.660082376142107,10.122748823831717,10.221209624235893,9.567098800970637,10.032026945302649,10.290684351974424,35,TRUE,4,3
114,155903143103.07364,103056346468.72136,52846796634.35239,1354,1901,9.772500773827268,9.3102391023648,9.813289580970071,9.960280938554138,9.872306167091356,10.204885295918984,11.19585631783305,9.798295865740153,10.0016464416534,10.677598193281105,9.882340556009773,10.213776629520506,9.731004190584132,37,TRUE,5,3
