time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt,seed,diff
75.99978967773501,88817,239,572,2308,0.12369524712582224,0.8658667298807557,76,2.1032226499073656e-4,0.7695130801796253,93,1
