time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S,E,I,R1,beta_t,R0,time_diff,Rt,seed
78,42995002244.164375,31577080699.7646,11417921544.399752,450,2195,77.99758762233897,89053,226,450,2195,0.12857142857142856,0.8999999999999999,0.00241237766103097,0.8020799999999999,6
79,34545608780.48135,20555143820.25608,13990464960.225252,444,2149,78.99787550579451,89010,213,444,2149,0.12857142857142856,0.8999999999999999,0.00212449420548921,0.801477,6
80,36262298006.85323,17019901331.844887,19242396675.008316,438,2093,79.99877298239866,88950,217,438,2093,0.13249344604252208,0.9274541222976548,0.00122701760133736,0.8255269142571425,6
81,117390706012.17545,23326929640.956512,94063776371.21901,418,2047,80.99893506620336,88881,236,418,2047,0.13653510301062108,0.9557457210743476,0.00106493379664129,0.8501358188956323,6
82,53775540545.46117,39244242637.902954,14531297907.558231,412,1999,81.99910572461503,88820,238,412,1999,0.14070004902837266,0.9849003431986086,8.942753849652263e-4,0.8753892740383553,6
83,40044768413.961555,34715877001.76862,5328891412.192944,414,1940,82.99928309704988,88765,232,414,1940,0.14499204497649593,1.0149443148354715,7.169029501170598e-4,0.901473540436866,6
84,28148920135.931076,18280098687.01203,9868821448.919024,394,1887,83.99481171370364,88708,244,394,1887,0.14941496645979788,1.045904765218585,0.00518828629635947,0.928397364846277,6
85,35991828072.7618,15651696069.57293,20340132003.188892,396,1838,84.99376133898296,88659,233,396,1838,0.1539728073067837,1.077809651147486,0.0062386610170364,0.9561033853399118,6
86,27476510260.152557,14305669488.791445,13170840771.361122,398,1777,85.99911911665319,88591,236,398,1777,0.15866968317602106,1.1106877822321477,8.80883346809469e-4,0.9847246808491996,6
87,25527549828.190517,14006066333.635483,11521483494.55504,402,1721,86.99753015646603,88529,245,402,1721,0.16350983527251506,1.1445688469076054,0.00246984353397294,1.0139849871639166,6
88,25171427186.365936,11293180581.212458,13878246605.153456,379,1690,87.99419011004629,88480,254,379,1690,0.16849763417744945,1.1794834392421465,0.00580988995371001,1.0441848939266796,6
89,34406042285.27121,15879762828.114231,18526279457.156944,390,1650,88.99548911145423,88416,260,390,1650,0.173637583794753,1.215463086563271,0.00451088854576653,1.075441738991182,6
90,35045500750.037735,14607532541.504734,20437968208.532967,396,1622,89.9987869658451,88343,264,396,1622,0.1789343254180534,1.252540277926374,0.00121303415490103,1.1074460121313827,6
91,24649381168.075756,15826324227.849428,8823056940.226301,405,1587,90.99966059063684,88272,275,405,1587,0.1843926419216929,1.2907484934518505,3.394093631641226e-4,1.1402859415701685,6
92,30316108247.165817,19664106864.927956,10652001382.237879,418,1575,91.99802783508062,88219,250,418,1575,0.1900174620795882,1.3301222345571175,0.00197216491937979,1.1741254988882588,6
93,38211638412.49118,24327515946.70962,13884122465.781574,429,1543,92.99990258910783,88136,266,429,1543,0.19581386501583592,1.3706970551108515,9.741089216674936e-5,1.209215235048242,6
94,38908306679.57319,27631248075.84141,11277058603.73181,440,1505,93.99486673317526,88059,274,440,1505,0.2017870847910817,1.412509593537572,0.00513326682474257,1.2449294553602746,6
95,38905106452.1251,23499316281.26284,15405790170.862259,446,1479,94.99992661478991,87967,299,446,1479,0.2079425151287945,1.4555976059015616,7.338521008648513e-5,1.281784695780856,6
96,29289534632.417267,18522693746.54302,10766840885.874283,469,1454,95.99889048942347,87870,317,469,1454,0.21428571428571427,1.5,0.00110951057652641,1.319505,6
97,51869798925.85042,21880952977.843136,29988845948.0073,494,1437,96.99797162960368,87773,325,494,1437,0.22082241007087017,1.5457568704960911,0.00202837039633152,1.3582565621049152,6
98,71273006809.34575,62922330681.2834,8350676128.062411,506,1427,97.9995836027655,87664,353,506,1427,0.22755850501770175,1.5929095351239124,4.163972345025968e-4,1.3981444862643118,6
99,45337758637.15731,29158555283.618153,16179203353.539114,528,1415,98.9894019438397,87547,383,528,1415,0.23450008171395448,1.6415005719976814,0.01059805616030473,1.4390050614360477,6
100,50261421409.32176,22107672088.975212,28153749320.34656,545,1394,99.98511478291071,87458,389,545,1394,0.24165340829415993,1.6915738580591195,0.01488521708927237,1.480922165515017,6
101,62676155490.618996,46800195366.247574,15875960124.371422,555,1394,100.99999196706231,87338,418,555,1394,0.2490249440996631,1.7431746086976418,8.032937685698016e-6,1.5245456492747835,6
102,82923439826.93361,34711692700.98269,48211747125.95095,578,1405,101.99668822423736,87207,441,578,1405,0.25662134551130616,1.796349418579143,0.00331177576265417,1.5688956551986522,6
103,64358898269.46325,44230049992.07136,20128848277.39191,627,1398,102.99875307994928,87094,431,627,1398,0.26444947196003515,1.8511463037202465,0.00124692005073256,1.614329157085315,6
104,87542663278.02455,57345450555.56325,30197212722.461166,625,1410,103.99561747850392,86952,485,625,1410,0.27251639212085843,1.907614744846009,0.0043825214960691,1.661417985876183,6
105,85351959157.31108,51260652968.57254,34091306188.738647,668,1416,104.9972360086966,86812,496,668,1416,0.28082939029574916,1.965805732070244,0.00276399130339655,1.7093074001497188,6
106,38544525873.70097,20876185732.79277,17668340140.908154,686,1434,105.9998325095694,86644,543,686,1434,0.289395972991255,2.0257718109387852,1.674904305986047e-4,1.758613024512178,6
107,130094789362.60631,111025589448.37607,19069199914.23021,740,1443,106.99996299542546,86452,578,740,1443,0.2982238756967557,2.0875671298772898,3.7004574537036206e-5,1.808751664010879,6
108,81023746062.90997,49700755808.088486,31322990254.82133,818,1444,107.99746243054273,86238,629,818,1444,0.30732106986948815,2.1512474890864173,0.00253756945727445,1.8597964792649893,6
109,78770898709.04747,52854483548.90687,25916415160.140675,873,1480,108.99777829883227,86046,653,873,1480,0.316695770132647,2.2168703909285292,0.00222170116772701,1.911784687728945,6
110,84953965810.96161,61837168742.127144,23116797068.834656,913,1512,109.99648277772208,85787,745,913,1512,0.32635644169305994,2.2844950918514195,0.00351722227792095,1.965716646734472,6
111,101253276096.35863,54065756755.8246,47187519340.53405,975,1553,110.99924970503491,85498,829,975,1553,0.33631180798513616,2.3541826558959533,7.502949650728397e-4,2.0195826750134613,6
112,154620974941.18185,84478667685.4861,70142307255.69571,1052,1608,111.99527390220332,85205,911,1052,1608,0.3465708585479909,2.425996009835937,0.0047260977966772,2.074178068489529,6
113,153726458518.49084,56929171512.24754,96797287006.24326,1137,1680,112.99789628596794,84868,1006,1137,1680,0.3571428571428571,2.5,0.00210371403206011,2.130125,6
114,108160848438.92378,55798221814.804016,52362626624.119995,1226,1772,113.99826163956902,84530,1080,1226,1772,0.3571428571428571,2.5,0.00173836043097708,2.1217,6
115,201142738417.40274,66013187671.86149,135129550745.54132,1325,1857,114.99870605428394,84152,1174,1325,1857,0.3571428571428571,2.5,0.00129394571605701,2.11325,6
116,130227657275.14474,60444002326.91423,69783654948.23087,1439,1950,115.999589822973,83700,1314,1439,1950,0.3571428571428571,2.5,4.101770270068528e-4,2.1038,6
117,180258780889.22293,87430355254.81522,92828425634.40747,1580,2056,116.999890444335,83254,1413,1580,2056,0.3571428571428571,2.5,1.0955566499148972e-4,2.0925,6
118,153565343425.63193,107486252687.0976,46079090738.53424,1731,2179,117.99930277314424,82752,1536,1731,2179,0.3571428571428571,2.5,6.972268557490224e-4,2.08135,6
119,223660130719.3748,117150115224.31451,106510015495.06032,1839,2349,118.99776485779248,82220,1677,1839,2349,0.3571428571428571,2.5,0.00223514220751042,2.0688,6
120,258818469824.87164,160169664580.9839,98648805243.88805,1981,2493,119.9996583654006,81660,1813,1981,2493,0.3571428571428571,2.5,3.4163459940828034e-4,2.0555,6
121,561492972636.673,306512737020.8732,254980235615.7993,2139,2637,120.99716159605347,81066,1962,2139,2637,0.3571428571428571,2.5,0.00283840394651235,2.0415,6
122,260608402047.57135,187073332840.72235,73535069206.84926,2338,2778,121.99993251214856,80421,2101,2338,2778,0.3571428571428571,2.5,6.748785145305192e-5,2.02665,6
123,367450956379.9096,196797062458.3637,170653893921.5445,2556,2953,122.9980784787264,79723,2245,2556,2953,0.3571428571428571,2.5,0.00192152127358724,2.010525,6
124,311547167540.5615,203301225643.34067,108245941897.21988,2729,3196,123.99952184381792,78940,2455,2729,3196,0.3571428571428571,2.5,4.781561820692559e-4,1.993075,6
125,313134749696.0719,210408665486.855,102726084209.21649,2908,3449,124.9995114098352,78198,2597,2908,3449,0.3571428571428571,2.5,4.885901648066238e-4,1.9735,6
126,431005515617.0583,293539865782.22766,137465649834.8315,3149,3697,125.99943868086336,77384,2733,3149,3697,0.3571428571428571,2.5,5.613191366364845e-4,1.95495,6
127,570182757451.5529,326402231316.8042,243780526134.74704,3414,3933,126.99970487683048,76455,2953,3414,3933,0.3571428571428571,2.5,2.9512316950786044e-4,1.9346,6
128,481641999562.5932,348769928906.8233,132872070655.76956,3611,4209,127.99860842944643,75414,3270,3611,4209,0.3571428571428571,2.5,0.0013915705535652,1.911375,6
129,420069713878.9798,238377994255.7798,181691719623.20038,3943,4474,128.99951551339296,74385,3458,3943,4474,0.3571428571428571,2.5,4.844866070357057e-4,1.88535,6
130,495257305200.17126,307606686034.21625,187650619165.95453,4264,4769,129.99987232396532,73296,3641,4264,4769,0.3571428571428571,2.5,1.2767603467978006e-4,1.859625,6
131,528197079365.6391,328419365660.1666,199777713705.47293,4565,5122,130.99919966543135,72154,3867,4565,5122,0.3571428571428571,2.5,8.00334568651806e-4,1.8324,6
132,631507990564.9102,430404158167.9477,201103832396.96362,4864,5472,131.9993889719702,70967,4080,4864,5472,0.3571428571428571,2.5,6.110280297946247e-4,1.80385,6
133,632654043349.3127,391934668220.2562,240719375129.0587,5214,5887,132.99988161744963,69762,4198,5214,5887,0.3571428571428571,2.5,1.1838255036877854e-4,1.774175,6
134,849207720638.0648,581096854496.3556,268110866141.7105,5547,6306,133.99943042938293,68443,4423,5547,6306,0.3571428571428571,2.5,5.695706170740777e-4,1.74405,6
135,655703129883.2922,397071198896.6336,258631930986.65942,5821,6789,134.99964157505744,67075,4676,5821,6789,0.3571428571428571,2.5,3.5842494256144164e-4,1.711075,6
136,769312518303.3163,507659912961.3182,261652605341.99445,6148,7245,135.99988059387223,65688,4886,6148,7245,0.3571428571428571,2.5,1.1940612776584204e-4,1.676875,6
