time,S,E,I,R1,beta_t,R0,integer_day,time_diff,Rt
0,99800,200,200,0,0.25,1.75,0,0,NA
0.9903854421199818,99748,200,227,25,0.25,1.75,1,0.009614557880018193,1.7465
1.9928577786567443,99688,214,237,59,0.25,1.75,2,0.007142221343255706,1.74559
2.9948306486255696,99621,217,261,93,0.25,1.75,3,0.00516935137443042,1.74454
3.9786844321279315,99547,229,290,115,0.25,1.75,4,0.021315567872068453,1.7433675
4.997785622323629,99476,244,303,151,0.25,1.75,5,0.0022143776763705603,1.7420725
5.999566264967794,99410,255,318,185,0.25,1.75,6,4.3373503220589527e-4,1.74083
6.994478016755678,99335,268,321,236,0.25,1.75,7,0.005521983244322293,1.739675
7.995499448728022,99253,289,334,264,0.25,1.75,8,0.004500551271977571,1.7383625
8.986389438839458,99155,313,368,285,0.25,1.75,9,0.013610561160541934,1.7369275
9.992525660834144,99071,320,388,328,0.25,1.75,10,0.007474339165856492,1.7352125
10.99677269640671,98964,349,409,371,0.25,1.75,11,0.003227303593289932,1.7337425
11.999624969986783,98857,370,426,420,0.25,1.75,12,3.7503001321681495e-4,1.73187
12.994516906520534,98718,409,473,450,0.25,1.75,13,0.00548309347946585,1.7299975
13.998417127953852,98602,420,504,499,0.25,1.75,14,0.0015828720461481538,1.727565
14.996711743116974,98481,431,525,563,0.25,1.75,15,0.0032882568830263637,1.725535
15.998573220722808,98365,438,554,610,0.25,1.75,16,0.0014267792771924803,1.7234175
16.999848615197045,98218,488,576,650,0.25,1.75,17,1.5138480295462386e-4,1.7213875
17.99924930759756,98093,480,623,701,0.25,1.75,18,7.506924024411887e-4,1.718815
18.999959487262174,97937,521,644,766,0.25,1.75,19,4.051273782579301e-5,1.7166275
19.994990343727533,97773,533,708,818,0.25,1.75,20,0.005009656272466856,1.7138975
20.999636405764743,97603,552,757,874,0.25,1.75,21,3.635942352566701e-4,1.7110275
21.99933945938,97425,573,788,950,0.25,1.75,22,6.605406200002051e-4,1.7080525
22.998832826839912,97228,622,812,1027,0.25,1.75,23,0.0011671731600877422,1.7049375
23.999989591851502,97006,696,847,1075,0.25,1.75,24,1.0408148497731418e-5,1.70149
24.99937379351008,96782,731,919,1119,0.25,1.75,25,6.262064899189568e-4,1.697605
25.999575486467137,96549,765,969,1211,0.25,1.75,26,4.2451353286310223e-4,1.693685
26.999885483792006,96327,765,1042,1287,0.25,1.75,27,1.1451620799363127e-4,1.6896075
27.999244822319874,96055,845,1055,1395,0.25,1.75,28,7.551776801264509e-4,1.6857225
28.994339706620956,95813,873,1110,1470,0.25,1.75,29,0.00566029337904439,1.6809625
29.99963536114541,95563,900,1187,1526,0.25,1.75,30,3.646388545917034e-4,1.6767275
30.999178415079268,95273,943,1244,1630,0.25,1.75,31,8.215849207324766e-4,1.6723525
31.998344525654552,94962,1016,1310,1696,0.25,1.75,32,0.0016554743454477716,1.6672775
32.99906251245381,94659,1047,1403,1789,0.25,1.75,33,9.3748754618872e-4,1.661835
33.99968208611281,94321,1103,1475,1911,0.25,1.75,34,3.1791388718716007e-4,1.6565325
34.99909021767574,93979,1146,1567,2005,0.25,1.75,35,9.097823242569802e-4,1.6506175
35.999086031695626,93597,1232,1630,2121,0.25,1.75,36,9.139683043741798e-4,1.6446325
36.99944526405225,93431,1112,1695,2229,0.09999999999999999,0.7,37,5.547359477517944e-4,0.655179
37.998414834809495,93288,1002,1726,2333,0.09999999999999999,0.7,38,0.0015851651905052222,0.654017
38.997240879555875,93111,918,1739,2446,0.09999999999999999,0.7,39,0.002759120444125074,0.653016
39.99983688933219,92950,837,1742,2550,0.09999999999999999,0.7,40,1.63110667813271e-4,0.6517769999999999
40.998733264491165,92781,813,1677,2645,0.09999999999999999,0.7,41,0.0012667355088353816,0.65065
41.999924022468875,92607,799,1633,2716,0.09999999999999999,0.7,42,7.597753112520422e-5,0.649467
42.99894093034821,92444,778,1625,2745,0.09999999999999999,0.7,43,0.001059069651788036,0.648249
43.999465715724064,92301,741,1561,2836,0.09999999999999999,0.7,44,5.342842759361588e-4,0.6471079999999999
44.99697857232961,92160,698,1525,2906,0.09999999999999999,0.7,45,0.0030214276703901533,0.646107
45.99991274755727,92027,672,1470,2970,0.09999999999999999,0.7,46,8.725244273222188e-5,0.6451199999999999
46.99863691014331,91902,644,1409,3014,0.09999999999999999,0.7,47,0.0013630898566887595,0.6441889999999999
47.99577357186155,91772,609,1355,3054,0.09999999999999999,0.7,48,0.004226428138451865,0.6433139999999999
48.99976571271534,91658,564,1309,3101,0.09999999999999999,0.7,49,2.3428728466257098e-4,0.642404
49.9995752868947,91535,534,1271,3136,0.09999999999999999,0.7,50,4.2471310530345363e-4,0.641606
50.99744196532275,91409,521,1216,3176,0.09999999999999999,0.7,51,0.0025580346772500206,0.6407449999999999
51.99811468546816,91309,500,1151,3181,0.09999999999999999,0.7,52,0.0018853145318402653,0.639863
52.99596067142559,91195,484,1121,3180,0.09999999999999999,0.7,53,0.004039328574407364,0.6391629999999999
53.99956126838822,91105,465,1064,3159,0.09999999999999999,0.7,54,4.3873161177998554e-4,0.638365
54.999962059507894,91002,444,1035,3132,0.09999999999999999,0.7,55,3.7940492106258716e-5,0.6377349999999999
55.99802768270749,90909,422,1001,3102,0.09999999999999999,0.7,56,0.001972317292512571,0.637014
56.99986531329536,90797,427,967,3091,0.09999999999999999,0.7,57,1.3468670464078514e-4,0.6363629999999999
57.999984785705635,90700,409,964,3031,0.09999999999999999,0.7,58,1.5214294364795933e-5,0.6355789999999999
58.999536768222896,90613,396,926,3003,0.09999999999999999,0.7,59,4.6323177710405616e-4,0.6348999999999999
59.9982692713646,90542,376,881,2976,0.09999999999999999,0.7,60,0.0017307286354011353,0.6342909999999999
60.99971910586285,90471,357,861,2909,0.09999999999999999,0.7,61,2.8089413714837974e-4,0.633794
61.999942776877624,90394,343,812,2860,0.09999999999999999,0.7,62,5.7223122375660296e-5,0.633297
62.999623662128705,90310,360,761,2807,0.09999999999999999,0.7,63,3.763378712946519e-4,0.6327579999999999
63.9952440930667,90241,329,748,2765,0.09999999999999999,0.7,64,0.004755906933297638,0.6321699999999999
64.98976490833972,90180,300,720,2737,0.09999999999999999,0.7,65,0.010235091660277362,0.631687
65.99276150376079,90110,295,701,2684,0.10195199498386377,0.7136639648870464,66,0.00723849623921069,0.6435821635351384
66.99809559172486,90056,283,665,2614,0.10394209281189784,0.7275946496832849,67,0.0019044082751378255,0.655635538829608
67.99921903540468,89996,269,647,2561,0.1059710372497091,0.7417972607479638,68,7.809645953216204e-4,0.6680329411391863
68.99878030218188,89937,261,625,2507,0.10803958658117185,0.756277106068203,69,0.0012196978181151508,0.6806191443771399
69.99890508013846,89872,256,609,2460,0.11014851389182348,0.7710395972427644,70,0.0010949198615435307,0.6934498825722251
70.98653931425225,89815,248,585,2423,0.11229860735779236,0.7860902515045466,71,0.01346068574774506,0.7064750308321661
71.99918587560147,89756,251,556,2372,0.11449067054036535,0.8014346937825575,72,8.141243985306801e-4,0.7198085702208039
72.99974434167592,89713,223,557,2305,0.11672552268630529,0.8170786588041371,73,2.556583240789223e-4,0.7333771209962413
73.99772420854104,89648,237,533,2245,0.11900399903403074,0.8330279932382152,74,0.002275791458956178,0.7473344035738
74.99619403801671,89597,223,507,2197,0.12132695112577233,0.8492886578804063,75,0.0038059619832893077,0.7613702960166266
75.99921583337901,89549,229,489,2125,0.12369524712582225,0.8658667298807557,76,7.841666209884579e-4,0.7757906139712607
76.99996437270511,89483,225,489,2075,0.1261097721449962,0.8827684050149733,77,3.562729489203775e-5,0.7905102790068584
77.99888345304547,89429,224,479,2020,0.12857142857142856,0.8999999999999999,78,0.0011165469545346696,0.8053469999999999
78.99397454757475,89370,225,488,1958,0.12857142857142856,0.8999999999999999,79,0.006025452425248545,0.8048609999999999
79.9938502681326,89314,221,483,1918,0.13249344604252208,0.9274541222976547,80,0.006149731867395758,0.828865749097414
80.99755097794963,89250,213,490,1892,0.13653510301062108,0.9557457210743476,81,0.002449022050370786,0.8536147333203428
81.99803490045878,89189,213,462,1882,0.14070004902837266,0.9849003431986086,82,0.0019650995412234806,0.8790235563047583
82.99365077484511,89128,201,483,1836,0.14499204497649593,1.0149443148354715,83,0.006349225154892224,0.9052186849586087
83.9965768157295,89058,220,464,1801,0.14941496645979788,1.045904765218585,84,0.0034231842705025883,0.9321939991440205
84.99709627761183,89014,212,458,1762,0.1539728073067837,1.077809651147486,85,0.002903722388168717,0.9598757191189281
85.99688897588142,88962,212,445,1728,0.15866968317602106,1.1106877822321475,86,0.0031110241185814402,0.9886676224761238
86.99466245403029,88892,229,434,1715,0.16350983527251506,1.1445688469076054,87,0.0053375459697093675,1.018231337585944
87.99967422639492,88823,247,428,1680,0.16849763417744945,1.1794834392421463,88,3.257736050841231e-4,1.0484664188111288
88.99834795982177,88744,261,439,1638,0.173637583794753,1.215463086563271,89,0.0016520401782287308,1.0796107773780943
89.99428475312074,88668,268,452,1623,0.1789343254180534,1.252540277926374,90,0.005715246879262281,1.1115543442429814
90.99690298676431,88586,277,457,1597,0.1843926419216929,1.2907484934518505,91,0.0030970132356884505,1.1444808741738868
91.99825097591261,88493,303,453,1572,0.1900174620795882,1.3301222345571175,92,0.0017490240873883067,1.178302082704768
92.99805641224246,88409,311,466,1546,0.19581386501583592,1.3706970551108515,93,0.001943587757537557,1.2129709449792458
93.99944347332385,88320,328,475,1517,0.2017870847910817,1.412509593537572,94,5.565266761493604e-4,1.248785606550632
94.99925231784411,88227,337,491,1499,0.2079425151287945,1.4555976059015616,95,7.476821558896063e-4,1.2855838055322593
95.99749028321835,88137,354,491,1489,0.21428571428571427,1.5,96,0.0025097167816454657,1.323405
96.99886318695481,88037,374,511,1474,0.22082241007087014,1.5457568704960911,97,0.0011368130451927527,1.36238373294914
97.99950509875178,87924,398,519,1476,0.22755850501770175,1.5929095351239124,98,4.949012482171611e-4,1.4023497674370389
98.99973028378322,87800,423,543,1466,0.23450008171395448,1.6415005719976814,99,2.6971621677773783e-4,1.4432729629232415
99.99940189933785,87671,434,580,1460,0.24165340829415993,1.6915738580591195,100,5.981006621453844e-4,1.485201847375907
