seed,min_rhat,max_rhat,min_ess_bulk,max_ess_bulk,min_ess_tail,max_ess_tail
1,0.9971872490367968,1.0139670746492793,576.1179981224578,1330.0225709399765,426.2907300559325,1031.739297853998
10,0.9983199000139388,1.0434764489608424,123.9568419911474,1217.7764374750689,26.24473733774176,1010.1052626778009
100,0.9979162031771588,1.015793597932663,702.233738173915,1530.766742327405,364.4155924386478,1047.9386783993682
11,0.9975685829598416,1.0146713479818892,326.6506271801336,1284.2256317458364,184.47847465782627,1065.44327272939
12,0.996786659039169,1.0147931867674893,903.4503136366402,1710.7654095340656,480.2347307125806,1124.642778871896
13,0.9980614502134711,1.0161025382939364,411.1864522963205,1273.5785697927784,88.8853469099583,1033.482051900925
14,0.9973479100451832,1.0193259183433343,761.7408958231822,1282.8328756267183,406.97098917813975,1034.943430997999
15,0.9971272295387856,1.0148110212414891,673.6290791650729,1589.347476816265,272.7001934480233,1038.7059983480349
16,0.9973144440143576,1.024247641455,271.16822319688333,1443.570546649329,191.8443740027996,1037.649152647916
17,0.9974891587015104,1.0155525087917203,550.1473138131217,1565.5997862308077,256.42995221699726,1075.4546934540183
18,0.9975036091924608,1.0173735957787589,313.13712742317773,1323.449288389976,254.6828178808988,990.274269981291
19,0.997166581979308,1.0189683411641095,602.7436367619805,1435.9159505616456,417.7804136988429,1038.1752068491128
2,0.9970265053548666,1.0117069773306702,608.167416191348,2122.069647462076,440.2081169233358,1068.7864848820016
20,0.9968638088439332,1.0266632596537977,846.1480016944367,1816.3463728868307,395.1387794754749,1037.6498115374477
21,0.9977666185466316,1.0169732895542196,288.886525147307,1298.3551917775812,93.39641517371334,1109.6121522309177
22,0.9973587601132778,1.011812445870073,636.8629404324324,1468.8389675390292,377.0317014589071,1028.8186432010968
23,0.9973786185719472,1.0109900497624564,530.6168325552563,1480.9621991027727,403.92494177573025,1028.881794807942
24,0.9974477638063908,1.0125869147086253,687.7851406445579,1429.938045072095,541.8070751282416,1034.5859704904506
25,0.9972900307293524,1.0116973507333469,670.0165644813386,1630.653935914811,441.62056894189527,1061.2580739017658
26,0.996633211545946,1.0117668053000413,566.555175653587,1452.5105735464351,406.5616590933705,1079.8290471873122
27,0.9970536625648314,1.014247184225951,586.0221632127873,1386.9919177507463,336.48589544666294,1000.9396323942868
28,0.9974651048228876,1.021234469560764,691.6243503790581,1682.420397678702,345.7349733121416,1081.4000057160404
29,0.9981480361578716,1.020546285207256,248.65614179889755,1402.9008007473851,74.29379014505882,1084.308716059652
