seed,time,week,true_rt,value,.lower,.upper,.width,.point,.interval
1,58,8,1.670475,1.8204860876862257,1.676442597343349,1.9899673211459743,0.5,median,qi
1,59,8,1.63335,1.7527758838362772,1.615101020551614,1.9094421215429267,0.5,median,qi
1,60,8,1.597425,1.6811525746510418,1.5525675482421093,1.8280670375020207,0.5,median,qi
1,61,8,1.5591,1.6111373189316738,1.4912470215423643,1.7476828938738886,0.5,median,qi
1,62,8,1.516275,1.5425938791786344,1.4286278146081035,1.6651020910010106,0.5,median,qi
1,63,8,1.475325,1.471012202757353,1.366201657471402,1.5828574552809966,0.5,median,qi
1,64,9,1.435525,1.3857335230575587,1.2778019038821151,1.5292887073869148,0.5,median,qi
1,65,9,1.39285,1.316777203524784,1.2120447084548496,1.4461753062291711,0.5,median,qi
1,66,9,1.351,1.2473129091315884,1.1517349511809634,1.3665819042046208,0.5,median,qi
1,67,9,1.308225,1.1789746856934795,1.0890375891081745,1.2873876221030809,0.5,median,qi
1,68,9,1.26545,1.1124376514713077,1.031647385843352,1.2072346720457656,0.5,median,qi
1,69,9,1.223925,1.0471857932857322,0.9704362838928507,1.1304686747610349,0.5,median,qi
1,70,9,1.1815,0.986312965191058,0.9132276669740408,1.058496232715361,0.5,median,qi
1,71,10,1.141325,0.9447149524116294,0.8528420894179609,1.0474798100384586,0.5,median,qi
1,72,10,1.09935,0.8820268764472503,0.7975795007118329,0.9780861541309768,0.5,median,qi
1,73,10,1.057975,0.8255545473739927,0.7455156846064563,0.9154094605041994,0.5,median,qi
1,74,10,1.019125,0.7711656777286213,0.694802834772508,0.8601935109128914,0.5,median,qi
1,75,10,0.979575,0.723387938136119,0.6487153381074208,0.8057761988438565,0.5,median,qi
1,76,10,0.942925,0.6774450461975289,0.6053946541494502,0.754284618633168,0.5,median,qi
1,77,10,0.908125,0.6344557169242107,0.5622412043914938,0.7065288122252862,0.5,median,qi
1,78,11,0.8724,0.6111051217173924,0.5308026092363847,0.6891509735645533,0.5,median,qi
1,79,11,0.838775,0.5718625834159459,0.4956175501788969,0.6435598317431706,0.5,median,qi
1,80,11,0.807125,0.5375593319281866,0.4650669213805393,0.6041400849326828,0.5,median,qi
1,81,11,0.7759,0.5066521363842041,0.4354059764920126,0.5686410472528244,0.5,median,qi
1,82,11,0.7468,0.4766896271141513,0.409658566415943,0.5342722952958355,0.5,median,qi
1,83,11,0.71885,0.4480909321042047,0.3837116889849742,0.5035595095555714,0.5,median,qi
1,84,11,0.6934,0.42275514042065554,0.3615023382380893,0.4779533150361683,0.5,median,qi
1,85,12,0.6688,0.4071561917063551,0.33788555483391974,0.47101037940010576,0.5,median,qi
1,86,12,0.64625,0.387281782929108,0.31946542868593775,0.44326264651977426,0.5,median,qi
1,87,12,0.622975,0.3678623832625024,0.30351426323749414,0.4208679540175605,0.5,median,qi
1,88,12,0.603125,0.3471294918935158,0.2885712335589236,0.40314489060423114,0.5,median,qi
1,89,12,0.585625,0.32989832224899396,0.27393233354159785,0.38458734179106063,0.5,median,qi
1,90,12,0.567875,0.3154030149990559,0.26111139020502583,0.3683368511198722,0.5,median,qi
1,91,12,0.55045,0.30185179321354383,0.24850489115876312,0.3547003176278358,0.5,median,qi
1,92,13,0.534775,0.28681095674774976,0.2318782341629629,0.3492300125459241,0.5,median,qi
1,93,13,0.5193,0.2752684636636289,0.22317594553454612,0.33573447689608116,0.5,median,qi
1,94,13,0.5058,0.26579586141419637,0.21497028839876575,0.32343396176252687,0.5,median,qi
1,95,13,0.4926,0.2571905065734193,0.20685622480734697,0.31211127807888445,0.5,median,qi
1,96,13,0.48155,0.24837168642801144,0.20017460647608376,0.3018145139404804,0.5,median,qi
1,97,13,0.4706,0.2402360630611985,0.19389897133667905,0.2937037021283438,0.5,median,qi
1,98,13,0.461075,0.23355023297344776,0.18667528354087765,0.28557678975535383,0.5,median,qi
1,99,14,0.450975,0.22897266574308767,0.18252534328379716,0.2779692289895676,0.5,median,qi
1,100,14,0.44265,0.2230972319056142,0.17814637682613246,0.27083992640435467,0.5,median,qi
1,101,14,0.4347,0.2182151922748312,0.17377499738722585,0.2639712442845127,0.5,median,qi
1,102,14,0.4271,0.21318559673091347,0.16981366441981427,0.25800541931032556,0.5,median,qi
1,103,14,0.419975,0.20803636392746405,0.1660578954461734,0.25263178025227295,0.5,median,qi
1,104,14,0.412825,0.2040257347770055,0.16274015250254836,0.24824270811715665,0.5,median,qi
1,105,14,0.40695,0.2004371147215887,0.1598357272587032,0.24466804628458905,0.5,median,qi
1,106,15,0.401075,0.19530103474177415,0.1523862710275488,0.24336164271812785,0.5,median,qi
1,107,15,0.395325,0.1929404160825725,0.1497845409967941,0.2388303790872471,0.5,median,qi
1,108,15,0.390875,0.19004787924723565,0.14712851078755457,0.2354102803604988,0.5,median,qi
1,109,15,0.3861,0.18740036851173952,0.14496782809419465,0.2316644477996918,0.5,median,qi
1,110,15,0.382175,0.1851825299336724,0.14279527261067265,0.22886733496372505,0.5,median,qi
1,111,15,0.37775,0.18290367776295616,0.1409507530638434,0.2268583338595628,0.5,median,qi
1,112,15,0.374475,0.1813030489888749,0.13936124926185425,0.22489997490191924,0.5,median,qi
1,113,16,0.371125,0.17893220912248664,0.13645881916676267,0.22341860187185908,0.5,median,qi
1,114,16,0.368125,0.17760000574896398,0.1351055145266793,0.2219489350385732,0.5,median,qi
1,115,16,0.365475,0.17540715485514352,0.13368537343689352,0.21944344933861745,0.5,median,qi
1,116,16,0.362475,0.17358828726725173,0.13255833821350776,0.21733223396267337,0.5,median,qi
1,117,16,0.36005,0.17211756007982312,0.13179369131835006,0.2155593855170826,0.5,median,qi
1,118,16,0.3574,0.17087421728282448,0.13091587849898956,0.2141077630070322,0.5,median,qi
1,119,16,0.35515,0.169563617014095,0.12979559029765467,0.2125451502741408,0.5,median,qi
1,120,17,0.35315,0.168676533947622,0.12708720960332295,0.2146331832361321,0.5,median,qi
1,121,17,0.3514,0.16732572141060037,0.1263678414420005,0.2132872097296984,0.5,median,qi
1,122,17,0.349175,0.16609898342181045,0.12571618948749763,0.2123535318867648,0.5,median,qi
1,123,17,0.34765,0.1647979944466531,0.12473214541607744,0.2114232644285797,0.5,median,qi
1,124,17,0.3461,0.16380132646407058,0.12418226633365258,0.2102852618928067,0.5,median,qi
1,125,17,0.344425,0.16295141389535406,0.12368486096313765,0.20919328767254783,0.5,median,qi
1,126,17,0.343075,0.16251879787474677,0.12308601090748322,0.20853172190904892,0.5,median,qi
1,127,18,0.34195,0.16352156999358355,0.1206158444087666,0.20608040348046705,0.5,median,qi
1,128,18,0.341075,0.16279361799698017,0.12029179489655165,0.20563788364836033,0.5,median,qi
1,129,18,0.340175,0.16213603680053912,0.11998452587655407,0.20538987963865163,0.5,median,qi
1,130,18,0.339125,0.16164488013883244,0.11959460743062596,0.2047310993175276,0.5,median,qi
1,131,18,0.33835,0.16125398846629202,0.11933416058342725,0.2042659210767522,0.5,median,qi
1,132,18,0.337625,0.16087864106765032,0.11917912787615564,0.20378111179383937,0.5,median,qi
1,133,18,0.33675,0.16039428149820484,0.1189856395561537,0.20336946087538765,0.5,median,qi
1,1,0,0.8053469999999999,1.0375472102896115,0.8779120968036397,1.2130353189444871,0.8,median,qi
1,2,0,0.8048609999999999,1.0369184138103067,0.8773611625415396,1.2123245918863623,0.8,median,qi
1,3,0,0.828865749097414,1.0362852775280815,0.8768117153113238,1.2115766279011553,0.8,median,qi
1,4,0,0.8536147333203428,1.0356369199931823,0.8762645111547335,1.210798442083748,0.8,median,qi
1,5,0,0.8790235563047583,1.0348771021031564,0.8757197225069353,1.2099944490251509,0.8,median,qi
1,6,0,0.9052186849586088,1.034068211953925,0.8751774554007158,1.2091673850254838,0.8,median,qi
1,7,0,0.9321939991440203,1.03327978307734,0.8746377746271107,1.2083189026905303,0.8,median,qi
1,8,1,0.959875719118928,1.2189778394003503,1.028723797145532,1.4275469510070735,0.8,median,qi
1,9,1,0.9886676224761238,1.217925812944702,1.0279171349107783,1.426410117323099,0.8,median,qi
1,10,1,1.018231337585944,1.2168628989586563,1.0271078781147196,1.4252503121678624,0.8,median,qi
1,11,1,1.0484664188111288,1.215783989757041,1.0263072272828515,1.4240637632814583,0.8,median,qi
1,12,1,1.0796107773780943,1.2146856274911095,1.025536728200656,1.42283333823666,0.8,median,qi
1,13,1,1.1115543442429814,1.2135653975903555,1.024759862682746,1.4215673451782815,0.8,median,qi
1,14,1,1.1444808741738868,1.212484958570363,1.023976599147435,1.420187656268697,0.8,median,qi
1,15,2,1.178302082704768,1.485318143900728,1.2814295592121363,1.740336879626474,0.8,median,qi
1,16,2,1.2129709449792458,1.4837995685752068,1.2802327054963256,1.73796119470976,0.8,median,qi
1,17,2,1.248785606550632,1.4820867105984774,1.279032153576848,1.7355486899914023,0.8,median,qi
1,18,2,1.2855838055322593,1.48024708228358,1.2778151272481004,1.7332527043014951,0.8,median,qi
1,19,2,1.323405,1.4783493411284434,1.2765732473709566,1.7308596291254794,0.8,median,qi
1,20,2,1.36238373294914,1.4762736394470743,1.275300873446548,1.7283583349119502,0.8,median,qi
1,21,2,1.4023497674370389,1.4741812235361742,1.2739657507827786,1.7257391206396544,0.8,median,qi
1,22,3,1.4432729629232417,1.7587424689942823,1.5026592794794662,2.0233947609417937,0.8,median,qi
1,23,3,1.485201847375907,1.7561010905192935,1.4998258929026274,2.0189918836188965,0.8,median,qi
1,24,3,1.5282586111913097,1.753398347018515,1.4971310336732673,2.0143367119013167,0.8,median,qi
1,25,3,1.5727578064485974,1.750561744456432,1.4943085488801142,2.0093921561229755,0.8,median,qi
1,26,3,1.618161029934016,1.7471413644280895,1.4915237426440018,2.004125778453405,0.8,median,qi
1,27,3,1.6646990832373183,1.7435313909737564,1.488534553540476,1.9985078955311515,0.8,median,qi
1,28,3,1.7124526893210312,1.7397697577256888,1.485470846219764,1.9924721990367449,0.8,median,qi
1,29,4,1.7611452392758515,1.9733623512828025,1.7055927530509924,2.288673352196313,0.8,median,qi
1,30,4,1.810755728455561,1.967811086689978,1.701382841129757,2.2808044555255367,0.8,median,qi
1,31,4,1.8613238649822408,1.9609245182017832,1.696480293393743,2.2716763200190337,0.8,median,qi
1,32,4,1.9132699908908672,1.9545934362840791,1.6913145687248798,2.2644265763416223,0.8,median,qi
1,33,4,1.965556732078043,1.9478061128456483,1.685352059784604,2.2573204334526853,0.8,median,qi
1,34,4,2.018782252910457,1.939825457193319,1.6790567638916734,2.247384679483479,0.8,median,qi
1,35,4,2.073814169088054,1.9317322592256876,1.6724337473037083,2.235476158373333,0.8,median,qi
1,36,5,2.129025,2.1815912131251993,1.8872104871575408,2.536686195010267,0.8,median,qi
1,37,5,2.119225,2.169805494639977,1.8782109643594105,2.5219164018009677,0.8,median,qi
1,38,5,2.10885,2.156490926475426,1.8685783215963725,2.5061224775014024,0.8,median,qi
1,39,5,2.098425,2.1425044215644045,1.857435082015363,2.4884094833338124,0.8,median,qi
1,40,5,2.086925,2.1289049676510956,1.8461815167757103,2.468741928895254,0.8,median,qi
1,41,5,2.075,2.114106929011606,1.834407394727145,2.4476418345409994,0.8,median,qi
1,42,5,2.06095,2.098811181911618,1.8225004758535877,2.4258487014799313,0.8,median,qi
1,43,6,2.046675,2.341044376323352,2.019447582522384,2.7765480077457254,0.8,median,qi
1,44,6,2.03085,2.317055523431672,1.9990739759608551,2.7439490076664903,0.8,median,qi
1,45,6,2.0138,2.291994760106684,1.980715000261252,2.7110131175917425,0.8,median,qi
1,46,6,1.99545,2.264509458410215,1.960813037584471,2.67296017331595,0.8,median,qi
1,47,6,1.97515,2.2361564098196443,1.9330480583501837,2.6345562923066925,0.8,median,qi
1,48,6,1.954975,2.202958237060159,1.906533470500156,2.5874628470319547,0.8,median,qi
1,49,6,1.9332,2.1665990653023988,1.880025634933639,2.538335960768722,0.8,median,qi
1,50,7,1.909675,2.228629801424107,1.909384155985258,2.6154989754273164,0.8,median,qi
1,51,7,1.88545,2.185758112660836,1.8749191149994615,2.5558999132006064,0.8,median,qi
1,52,7,1.858825,2.141711527423933,1.8387981896065029,2.498499863154466,0.8,median,qi
1,53,7,1.83045,2.0931488100450015,1.8028495388402657,2.4312414093626606,0.8,median,qi
1,54,7,1.8007,2.035962828302603,1.7654016179287513,2.3626881281290455,0.8,median,qi
1,55,7,1.7702,1.980622132671936,1.7244606150269928,2.286178891828806,0.8,median,qi
1,56,7,1.738475,1.9221418155913708,1.6808337907807256,2.2118761224635923,0.8,median,qi
1,57,8,1.70625,1.8846117152440736,1.6054499274708338,2.2865601262751234,0.8,median,qi
1,58,8,1.670475,1.8204860876862257,1.552557761766101,2.1879236958575055,0.8,median,qi
1,59,8,1.63335,1.7527758838362772,1.5027603534151828,2.086479837851281,0.8,median,qi
1,60,8,1.597425,1.6811525746510418,1.445543158505374,1.9933708165697737,0.8,median,qi
1,61,8,1.5591,1.6111373189316738,1.386870389837122,1.901388760185923,0.8,median,qi
1,62,8,1.516275,1.5425938791786344,1.329564309993823,1.8000432843669067,0.8,median,qi
1,63,8,1.475325,1.471012202757353,1.276590124637701,1.697261453098963,0.8,median,qi
1,64,9,1.435525,1.3857335230575587,1.1734507434251205,1.6818337256516256,0.8,median,qi
1,65,9,1.39285,1.316777203524784,1.1154064911586965,1.5904534894349742,0.8,median,qi
1,66,9,1.351,1.2473129091315884,1.058654008709336,1.4891690939472486,0.8,median,qi
1,67,9,1.308225,1.1789746856934795,1.0027908290170402,1.3919588292439549,0.8,median,qi
1,68,9,1.26545,1.1124376514713077,0.9519135260682822,1.300022415072151,0.8,median,qi
1,69,9,1.223925,1.0471857932857322,0.8990341570267965,1.2163101166465096,0.8,median,qi
1,70,9,1.1815,0.986312965191058,0.8436474704347844,1.1375511667212324,0.8,median,qi
1,71,10,1.141325,0.9447149524116294,0.7671249666325148,1.1609535220622114,0.8,median,qi
1,72,10,1.09935,0.8820268764472503,0.7168485864379782,1.0820843782543352,0.8,median,qi
1,73,10,1.057975,0.8255545473739927,0.6724196586486915,1.0044630888897683,0.8,median,qi
1,74,10,1.019125,0.7711656777286213,0.6266667219594992,0.938253859608672,0.8,median,qi
1,75,10,0.979575,0.723387938136119,0.5826880787336584,0.8783708495266296,0.8,median,qi
1,76,10,0.942925,0.6774450461975289,0.5437321827461529,0.8215907648740346,0.8,median,qi
1,77,10,0.908125,0.6344557169242107,0.5086601797931597,0.7662685124395793,0.8,median,qi
1,78,11,0.8724,0.6111051217173924,0.45960828598058834,0.772215357499412,0.8,median,qi
1,79,11,0.838775,0.5718625834159459,0.4256752278312412,0.721319073792121,0.8,median,qi
1,80,11,0.807125,0.5375593319281866,0.4002497590206219,0.6737581738408447,0.8,median,qi
1,81,11,0.7759,0.5066521363842041,0.3765343675260241,0.63170413206872,0.8,median,qi
1,82,11,0.7468,0.4766896271141513,0.3516702369847326,0.5932725322919647,0.8,median,qi
1,83,11,0.71885,0.4480909321042047,0.3277731105180621,0.5612056348335364,0.8,median,qi
1,84,11,0.6934,0.42275514042065554,0.30643063530032494,0.5331667729043379,0.8,median,qi
1,85,12,0.6688,0.4071561917063551,0.27485236731635465,0.5258789073046726,0.8,median,qi
1,86,12,0.64625,0.387281782929108,0.2587985504488739,0.4984942891859803,0.8,median,qi
1,87,12,0.622975,0.3678623832625024,0.24278046534178263,0.4743542781711046,0.8,median,qi
1,88,12,0.603125,0.3471294918935158,0.2304089572192049,0.4522527422460369,0.8,median,qi
1,89,12,0.585625,0.32989832224899396,0.218924182746223,0.4343247933220881,0.8,median,qi
1,90,12,0.567875,0.3154030149990559,0.208345338021869,0.41475151930022064,0.8,median,qi
1,91,12,0.55045,0.30185179321354383,0.19786854729646333,0.3979274497475334,0.8,median,qi
1,92,13,0.534775,0.28681095674774976,0.1820599966899858,0.3980555507234101,0.8,median,qi
1,93,13,0.5193,0.2752684636636289,0.17559601651915205,0.3824433500111057,0.8,median,qi
1,94,13,0.5058,0.26579586141419637,0.1686152688649951,0.36716206321248585,0.8,median,qi
1,95,13,0.4926,0.2571905065734193,0.16216282730088932,0.35589814685948273,0.8,median,qi
1,96,13,0.48155,0.24837168642801144,0.15672879783042587,0.3445830223870844,0.8,median,qi
1,97,13,0.4706,0.2402360630611985,0.15139637895453362,0.3354195037974056,0.8,median,qi
1,98,13,0.461075,0.23355023297344776,0.14663568173142164,0.3260416764507694,0.8,median,qi
1,99,14,0.450975,0.22897266574308767,0.13595741521858587,0.3293389923456028,0.8,median,qi
1,100,14,0.44265,0.2230972319056142,0.13334881182586472,0.319497126284019,0.8,median,qi
1,101,14,0.4347,0.2182151922748312,0.12982867161725992,0.3133429399775284,0.8,median,qi
1,102,14,0.4271,0.21318559673091347,0.12692024575864538,0.3069782903099589,0.8,median,qi
1,103,14,0.419975,0.20803636392746405,0.1238128063607086,0.3023529646798466,0.8,median,qi
1,104,14,0.412825,0.2040257347770055,0.12184497818589651,0.296783469335069,0.8,median,qi
1,105,14,0.40695,0.2004371147215887,0.11768330770673512,0.2924255235121045,0.8,median,qi
1,106,15,0.401075,0.19530103474177415,0.11301206778557932,0.2880359568820058,0.8,median,qi
1,107,15,0.395325,0.1929404160825725,0.11066127879870692,0.2842135225695663,0.8,median,qi
1,108,15,0.390875,0.19004787924723565,0.10911393899650931,0.278455688425418,0.8,median,qi
1,109,15,0.3861,0.18740036851173952,0.10749734187014597,0.2752913370132236,0.8,median,qi
1,110,15,0.382175,0.1851825299336724,0.1058860668007469,0.27123921496034076,0.8,median,qi
1,111,15,0.37775,0.18290367776295616,0.10463515671089885,0.26781247636284905,0.8,median,qi
1,112,15,0.374475,0.1813030489888749,0.10332835141602466,0.2651108860022382,0.8,median,qi
1,113,16,0.371125,0.17893220912248664,0.09962078092700422,0.2633236068912814,0.8,median,qi
1,114,16,0.368125,0.17760000574896398,0.09871953051157828,0.26032747789504196,0.8,median,qi
1,115,16,0.365475,0.17540715485514352,0.097852981302072,0.25798364395282686,0.8,median,qi
1,116,16,0.362475,0.17358828726725173,0.09683966232596984,0.25545835288548924,0.8,median,qi
1,117,16,0.36005,0.17211756007982312,0.0953047883149448,0.25356156226177956,0.8,median,qi
1,118,16,0.3574,0.17087421728282448,0.09433441881708755,0.25174526488049553,0.8,median,qi
1,119,16,0.35515,0.169563617014095,0.09347803585011544,0.2503831303679205,0.8,median,qi
1,120,17,0.35315,0.168676533947622,0.09284186203206088,0.2555140438279162,0.8,median,qi
1,121,17,0.3514,0.16732572141060037,0.09232970195866294,0.25456459744981197,0.8,median,qi
1,122,17,0.349175,0.16609898342181045,0.0916537536142186,0.25361964334051557,0.8,median,qi
1,123,17,0.34765,0.1647979944466531,0.09113264226800784,0.2527373955349462,0.8,median,qi
1,124,17,0.3461,0.16380132646407058,0.09072531117907258,0.251895802677852,0.8,median,qi
1,125,17,0.344425,0.16295141389535406,0.09046549026872736,0.25032459954849073,0.8,median,qi
1,126,17,0.343075,0.16251879787474677,0.09013138187160824,0.2491553711466331,0.8,median,qi
1,127,18,0.34195,0.16352156999358355,0.08481388912053428,0.2563171542237705,0.8,median,qi
1,128,18,0.341075,0.16279361799698017,0.08466989957171553,0.25491793022861303,0.8,median,qi
1,129,18,0.340175,0.16213603680053912,0.08453795420084123,0.2542182892279397,0.8,median,qi
1,130,18,0.339125,0.16164488013883244,0.08441705077904067,0.2536552343871458,0.8,median,qi
1,131,18,0.33835,0.16125398846629202,0.08430626938109366,0.2531691135265303,0.8,median,qi
1,132,18,0.337625,0.16087864106765032,0.08419227661374301,0.25248063291698203,0.8,median,qi
1,133,18,0.33675,0.16039428149820484,0.08395834471164619,0.252035681492261,0.8,median,qi
1,1,0,0.8053469999999999,1.0375472102896115,0.7989947637133068,1.3280695145632933,0.95,median,qi
1,2,0,0.8048609999999999,1.0369184138103067,0.7985710738459668,1.3271279148554536,0.95,median,qi
1,3,0,0.828865749097414,1.0362852775280815,0.7981463001472348,1.326158760826489,0.95,median,qi
1,4,0,0.8536147333203428,1.0356369199931823,0.797722357966571,1.3251616585770711,0.95,median,qi
1,5,0,0.8790235563047583,1.0348771021031564,0.7973005483786857,1.324136114886558,0.95,median,qi
1,6,0,0.9052186849586088,1.034068211953925,0.796881750754074,1.3230815645094964,0.95,median,qi
1,7,0,0.9321939991440203,1.03327978307734,0.7964665549450268,1.3219973890025705,0.95,median,qi
1,8,1,0.959875719118928,1.2189778394003503,0.9203957242022398,1.530074816188855,0.95,median,qi
1,9,1,0.9886676224761238,1.217925812944702,0.9198193590835092,1.5287996359395015,0.95,median,qi
1,10,1,1.018231337585944,1.2168628989586563,0.9192490184624684,1.5275034161794965,0.95,median,qi
1,11,1,1.0484664188111288,1.215783989757041,0.9186831192358952,1.5261769689099465,0.95,median,qi
1,12,1,1.0796107773780943,1.2146856274911095,0.9181205399945936,1.5248133450828196,0.95,median,qi
1,13,1,1.1115543442429814,1.2135653975903555,0.9175604886477626,1.5234071367587965,0.95,median,qi
1,14,1,1.1444808741738868,1.212484958570363,0.9170024079238402,1.5219539954875367,0.95,median,qi
1,15,2,1.178302082704768,1.485318143900728,1.1697769009736734,1.9041871799167385,0.95,median,qi
1,16,2,1.2129709449792458,1.4837995685752068,1.168791839977254,1.9016338681558136,0.95,median,qi
1,17,2,1.248785606550632,1.4820867105984774,1.167792797992155,1.898992305764209,0.95,median,qi
1,18,2,1.2855838055322593,1.48024708228358,1.1667759770012995,1.8962315920118824,0.95,median,qi
1,19,2,1.323405,1.4783493411284434,1.165739075996075,1.8933277514007163,0.95,median,qi
1,20,2,1.36238373294914,1.4762736394470743,1.1646806335956064,1.8902611536325096,0.95,median,qi
1,21,2,1.4023497674370389,1.4741812235361742,1.163599658809779,1.8870148550160504,0.95,median,qi
1,22,3,1.4432729629232417,1.7587424689942823,1.38762503422886,2.210471309979415,0.95,median,qi
1,23,3,1.485201847375907,1.7561010905192935,1.385519093507568,2.2064404901339287,0.95,median,qi
1,24,3,1.5282586111913097,1.753398347018515,1.3833544481073303,2.2022150582140947,0.95,median,qi
1,25,3,1.5727578064485974,1.750561744456432,1.3811226566359311,2.1977382198256885,0.95,median,qi
1,26,3,1.618161029934016,1.7471413644280895,1.3788172079098149,2.192917008597887,0.95,median,qi
1,27,3,1.6646990832373183,1.7435313909737564,1.3764328370375292,2.1867190116089676,0.95,median,qi
